word1	pos1	word2	pos2	wup_similarity	bert_split_class	freq1	freq2	bert_split_word1	bert_split_word2	xlnet_split_class	xlnet_split_word1	xlnet_split_word2	electra_split_class	electra_split_word1	electra_split_word2	fasttext_split_class
hammock	n	strangeness	n	0.1666666666666666	2-split	3.14	2.67	['ham', '##mo', '##ck']	['strange', '##ness']	2-split	['▁', 'ham', 'm', 'ock']	['▁strange', 'ness']	2-split	['ham', '##mo', '##ck']	['strange', '##ness']	0-split
julienne	n	petabyte	n	0.1333333333333333	2-split	2.26	1.61	['julien', '##ne']	['pet', '##aby', '##te']	2-split	['▁', 'ju', 'lien', 'ne']	['▁pet', 'a', 'byte']	2-split	['julien', '##ne']	['pet', '##aby', '##te']	0-split
absurdity	n	sheik	n	0.1666666666666666	2-split	3.21	3.1	['absurd', '##ity']	['she', '##ik']	2-split	['▁absurd', 'ity']	['▁she', 'ik']	2-split	['absurd', '##ity']	['she', '##ik']	0-split
dispossession	n	whooper	n	0.1	2-split	2.31	1.61	['di', '##sp', '##oss', '##ess', '##ion']	['who', '##oper']	2-split	['▁dis', 'possess', 'ion']	['▁who', 'oper']	2-split	['di', '##sp', '##oss', '##ess', '##ion']	['who', '##oper']	0-split
sanction	n	squill	n	0.125	2-split	3.43	1.34	['san', '##ction']	['sq', '##uil', '##l']	1-split	['▁sanction']	['▁', 's', 'qui', 'll']	2-split	['san', '##ction']	['sq', '##uil', '##l']	0-split
biliousness	n	smiler	n	0.1538461538461538	2-split	0.0	2.13	['bi', '##lio', '##us', '##ness']	['smile', '##r']	2-split	['▁', 'bil', 'ious', 'ness']	['▁smile', 'r']	2-split	['bi', '##lio', '##us', '##ness']	['smile', '##r']	0-split
atomization	n	ikon	n	0.1052631578947368	2-split	1.95	2.44	['atom', '##ization']	['ik', '##on']	2-split	['▁', 'atom', 'ization']	['▁', 'ik', 'on']	2-split	['atom', '##ization']	['ik', '##on']	0-split
anemone	n	fanfare	n	0.125	2-split	2.56	3.2	['an', '##emon', '##e']	['fan', '##fare']	1-split	['▁an', 'em', 'one']	['▁fanfare']	2-split	['an', '##emon', '##e']	['fan', '##fare']	0-split
crossbreeding	n	midterm	n	0.1538461538461538	2-split	2.02	3.31	['cross', '##bre', '##eding']	['mid', '##ter', '##m']	2-split	['▁cross', 'bre', 'ed', 'ing']	['▁mid', 'term']	2-split	['cross', '##bre', '##eding']	['mid', '##ter', '##m']	0-split
lackey	n	nonpayment	n	0.1333333333333333	2-split	2.87	2.13	['lack', '##ey']	['non', '##pa', '##yme', '##nt']	2-split	['▁lack', 'ey']	['▁non', 'payment']	2-split	['lack', '##ey']	['non', '##pa', '##yme', '##nt']	0-split
subjection	n	transom	n	0.125	2-split	2.49	2.44	['subject', '##ion']	['trans', '##om']	2-split	['▁subject', 'ion']	['▁trans', 'om']	2-split	['subject', '##ion']	['trans', '##om']	0-split
cudweed	n	shallowness	n	0.1052631578947368	2-split	0.0	2.19	['cu', '##d', '##weed']	['shallow', '##ness']	2-split	['▁', 'cu', 'd', 'weed']	['▁shallow', 'ness']	2-split	['cu', '##d', '##weed']	['shallow', '##ness']	0-split
pavan	n	sprag	n	0.1333333333333333	2-split	2.02	1.15	['pa', '##van']	['sp', '##rag']	2-split	['▁p', 'avan']	['▁', 'sp', 'rag']	2-split	['pa', '##van']	['sp', '##rag']	0-split
magpie	n	sterility	n	0.1333333333333333	2-split	2.9	2.53	['mag', '##pie']	['ste', '##ril', '##ity']	2-split	['▁', 'mag', 'pie']	['▁', 'ster', 'ility']	2-split	['mag', '##pie']	['ste', '##ril', '##ity']	0-split
crybaby	n	euphuism	n	0.1818181818181818	2-split	2.76	0.0	['cry', '##ba', '##by']	['eu', '##ph', '##uis', '##m']	2-split	['▁cry', 'baby']	['▁', 'e', 'up', 'hu', 'ism']	2-split	['cry', '##ba', '##by']	['eu', '##ph', '##uis', '##m']	1-split
iniquity	n	sourdough	n	0.1666666666666666	2-split	2.72	2.78	['in', '##iq', '##uity']	['sour', '##dou', '##gh']	2-split	['▁in', 'i', 'qui', 'ty']	['▁sour', 'd', 'ough']	2-split	['in', '##iq', '##uity']	['sour', '##dou', '##gh']	0-split
stabilisation	n	subtracter	n	0.1333333333333333	2-split	2.69	0.0	['stab', '##ilis', '##ation']	['sub', '##tra', '##cter']	2-split	['▁stab', 'il', 'isation']	['▁subtract', 'er']	2-split	['stab', '##ilis', '##ation']	['sub', '##tra', '##cter']	0-split
congratulation	n	trollop	n	0.1333333333333333	2-split	2.73	1.73	['cong', '##rat', '##ulation']	['troll', '##op']	2-split	['▁con', 'grat', 'ulation']	['▁troll', 'op']	2-split	['cong', '##rat', '##ulation']	['troll', '##op']	0-split
blackbird	n	premeditation	n	0.0869565217391304	2-split	2.91	2.41	['black', '##bird']	['prem', '##ed', '##itation']	2-split	['▁black', 'bird']	['▁pre', 'm', 'edit', 'ation']	2-split	['black', '##bird']	['prem', '##ed', '##itation']	0-split
candlewick	n	humility	n	0.1428571428571428	2-split	1.71	3.59	['candle', '##wick']	['hum', '##ility']	1-split	['▁candle', 'wick']	['▁humility']	2-split	['candle', '##wick']	['hum', '##ility']	0-split
capableness	n	nautilus	n	0.1176470588235294	2-split	0.0	2.87	['capable', '##ness']	['na', '##uti', '##lus']	2-split	['▁capable', 'ness']	['▁', 'na', 'util', 'us']	2-split	['capable', '##ness']	['na', '##uti', '##lus']	0-split
anamnesis	n	catamount	n	0.0833333333333333	2-split	1.65	1.65	['ana', '##m', '##nes', '##is']	['cat', '##amo', '##unt']	2-split	['▁an', 'am', 'nes', 'is']	['▁', 'cata', 'mount']	2-split	['ana', '##m', '##nes', '##is']	['cat', '##amo', '##unt']	0-split
barleycorn	n	firmness	n	0.1538461538461538	2-split	1.61	2.8	['barley', '##cor', '##n']	['firm', '##ness']	2-split	['▁bar', 'ley', 'corn']	['▁firm', 'ness']	2-split	['barley', '##cor', '##n']	['firm', '##ness']	0-split
slasher	n	spitefulness	n	0.125	2-split	2.92	1.44	['slash', '##er']	['spite', '##fulness']	2-split	['▁slash', 'er']	['▁spite', 'fulness']	2-split	['slash', '##er']	['spite', '##fulness']	0-split
megrims	n	noticer	n	0.1428571428571428	2-split	0.0	0.0	['meg', '##rim', '##s']	['notice', '##r']	2-split	['▁me', 'gri', 'm', 's']	['▁notice', 'r']	2-split	['meg', '##rim', '##s']	['notice', '##r']	1-split
bennet	n	tryst	n	0.0909090909090909	2-split	3.1	2.56	['ben', '##net']	['try', '##st']	2-split	['▁', 'ben', 'net']	['▁try', 'st']	2-split	['ben', '##net']	['try', '##st']	0-split
countersink	n	solace	n	0.1333333333333333	2-split	1.55	3.28	['counters', '##ink']	['sol', '##ace']	2-split	['▁counter', 's', 'ink']	['▁', 'sol', 'ace']	2-split	['counters', '##ink']	['sol', '##ace']	0-split
noticer	n	schema	n	0.1538461538461538	2-split	0.0	3.13	['notice', '##r']	['sc', '##hema']	1-split	['▁notice', 'r']	['▁schema']	2-split	['notice', '##r']	['sc', '##hema']	0-split
charger	n	conjuration	n	0.1333333333333333	2-split	3.64	1.85	['charge', '##r']	['con', '##ju', '##ration']	1-split	['▁charger']	['▁con', 'ju', 'ration']	2-split	['charge', '##r']	['con', '##ju', '##ration']	0-split
inconvenience	n	reducer	n	0.1666666666666666	2-split	3.69	2.32	['inc', '##on', '##ven', '##ience']	['reduce', '##r']	1-split	['▁inconvenience']	['▁reduce', 'r']	2-split	['inc', '##on', '##ven', '##ience']	['reduce', '##r']	0-split
galangal	n	undertone	n	0.1111111111111111	2-split	1.7	2.62	['gala', '##nga', '##l']	['under', '##tone']	2-split	['▁', 'gal', 'ang', 'al']	['▁under', 'tone']	2-split	['gala', '##nga', '##l']	['under', '##tone']	0-split
indorsement	n	pecker	n	0.1333333333333333	2-split	0.0	2.52	['indo', '##rse', '##ment']	['peck', '##er']	2-split	['▁in', 'dor', 's', 'ement']	['▁', 'peck', 'er']	2-split	['indo', '##rse', '##ment']	['peck', '##er']	0-split
heftiness	n	sender	n	0.1666666666666666	2-split	0.0	3.21	['he', '##ft', '##iness']	['send', '##er']	2-split	['▁he', 'ft', 'iness']	['▁send', 'er']	2-split	['he', '##ft', '##iness']	['send', '##er']	0-split
lope	n	smelt	n	0.1176470588235294	2-split	2.56	2.99	['lo', '##pe']	['sm', '##elt']	1-split	['▁', 'lope']	['▁smelt']	2-split	['lo', '##pe']	['sm', '##elt']	0-split
conformity	n	kingcup	n	0.1176470588235294	2-split	3.2	0.0	['conform', '##ity']	['king', '##cup']	2-split	['▁', 'conformity']	['▁king', 'cup']	2-split	['conform', '##ity']	['king', '##cup']	1-split
chickpea	n	dodging	n	0.125	2-split	2.5	3.31	['chick', '##pe', '##a']	['dod', '##ging']	2-split	['▁chick', 'pea']	['▁do', 'dging']	2-split	['chick', '##pe', '##a']	['dod', '##ging']	0-split
deserter	n	idealism	n	0.1538461538461538	2-split	2.71	3.1	['desert', '##er']	['ideal', '##ism']	2-split	['▁desert', 'er']	['▁ideal', 'ism']	2-split	['desert', '##er']	['ideal', '##ism']	0-split
profaneness	n	reliever	n	0.1818181818181818	2-split	0.0	3.1	['prof', '##ane', '##ness']	['relieve', '##r']	1-split	['▁pro', 'fan', 'e', 'ness']	['▁reliever']	2-split	['prof', '##ane', '##ness']	['relieve', '##r']	0-split
scouring	n	thyme	n	0.1111111111111111	2-split	2.99	3.07	['sc', '##ouring']	['thy', '##me']	2-split	['▁', 'sco', 'uring']	['▁thy', 'me']	2-split	['sc', '##ouring']	['thy', '##me']	0-split
overgrowth	n	sweatbox	n	0.1111111111111111	2-split	2.52	1.5	['over', '##growth']	['sweat', '##box']	2-split	['▁over', 'growth']	['▁sweat', 'box']	2-split	['over', '##growth']	['sweat', '##box']	0-split
coherency	n	sliver	n	0.1666666666666666	2-split	2.05	2.99	['co', '##her', '##ency']	['sl', '##iver']	1-split	['▁co', 'her', 'ency']	['▁sliver']	2-split	['co', '##her', '##ency']	['sl', '##iver']	0-split
pressman	n	retentivity	n	0.1428571428571428	2-split	2.36	0.0	['press', '##man']	['re', '##ten', '##tiv', '##ity']	2-split	['▁press', 'man']	['▁', 're', 'tent', 'ivity']	2-split	['press', '##man']	['re', '##ten', '##tiv', '##ity']	0-split
precedency	n	smiler	n	0.1666666666666666	2-split	0.0	2.13	['pre', '##cede', '##ncy']	['smile', '##r']	2-split	['▁precede', 'ncy']	['▁smile', 'r']	2-split	['pre', '##cede', '##ncy']	['smile', '##r']	0-split
halcyon	n	stringer	n	0.1428571428571428	2-split	2.65	3.04	['hal', '##cy', '##on']	['string', '##er']	2-split	['▁', 'hal', 'cy', 'on']	['▁string', 'er']	2-split	['hal', '##cy', '##on']	['string', '##er']	0-split
theocracy	n	thinker	n	0.1666666666666666	2-split	2.59	3.39	['theo', '##cr', '##acy']	['think', '##er']	2-split	['▁the', 'ocracy']	['▁think', 'er']	2-split	['theo', '##cr', '##acy']	['think', '##er']	0-split
ridicule	n	rockcress	n	0.125	2-split	3.34	0.0	['rid', '##ic', '##ule']	['rock', '##cre', '##ss']	1-split	['▁ridicule']	['▁rock', 'c', 'ress']	2-split	['rid', '##ic', '##ule']	['rock', '##cre', '##ss']	0-split
beluga	n	melioration	n	0.1739130434782608	2-split	2.69	1.18	['bel', '##uga']	['mel', '##ior', '##ation']	2-split	['▁', 'bel', 'uga']	['▁me', 'lio', 'ration']	2-split	['bel', '##uga']	['mel', '##ior', '##ation']	0-split
cob	n	nones	n	0.0869565217391304	2-split	3.04	1.83	['co', '##b']	['none', '##s']	2-split	['▁', 'cob']	['▁none', 's']	2-split	['co', '##b']	['none', '##s']	0-split
quadrate	n	swordfish	n	0.1176470588235294	2-split	1.94	2.67	['quad', '##rate']	['sword', '##fish']	2-split	['▁quad', 'rate']	['▁sword', 'fish']	2-split	['quad', '##rate']	['sword', '##fish']	0-split
promulgation	n	yellowtail	n	0.1	2-split	2.41	2.22	['prom', '##ul', '##gation']	['yellow', '##tail']	2-split	['▁pro', 'mul', 'gation']	['▁yellow', 'tail']	2-split	['prom', '##ul', '##gation']	['yellow', '##tail']	0-split
gudgeon	n	snuff	n	0.1666666666666666	2-split	1.92	3.15	['gu', '##dge', '##on']	['s', '##nu', '##ff']	1-split	['▁', 'g', 'udge', 'on']	['▁snuff']	2-split	['gu', '##dge', '##on']	['s', '##nu', '##ff']	0-split
brouhaha	n	hydrant	n	0.125	2-split	2.16	2.71	['bro', '##uh', '##aha']	['hydra', '##nt']	2-split	['▁', 'bro', 'uh', 'aha']	['▁', 'hydr', 'ant']	2-split	['bro', '##uh', '##aha']	['hydra', '##nt']	0-split
adapter	n	fluency	n	0.1538461538461538	2-split	3.6	3.02	['adapt', '##er']	['flu', '##ency']	1-split	['▁adapter']	['▁flu', 'ency']	2-split	['adapt', '##er']	['flu', '##ency']	0-split
celery	n	declamation	n	0.1176470588235294	2-split	3.32	1.89	['ce', '##ler', '##y']	['dec', '##lam', '##ation']	1-split	['▁celery']	['▁', 'dec', 'lam', 'ation']	2-split	['ce', '##ler', '##y']	['dec', '##lam', '##ation']	0-split
gridiron	n	leu	n	0.1176470588235294	2-split	2.66	2.46	['grid', '##iro', '##n']	['le', '##u']	2-split	['▁grid', 'iron']	['▁', 'le', 'u']	2-split	['grid', '##iro', '##n']	['le', '##u']	0-split
alerting	n	serviceberry	n	0.1176470588235294	2-split	2.98	1.3	['alert', '##ing']	['service', '##berry']	2-split	['▁alert', 'ing']	['▁service', 'berry']	2-split	['alert', '##ing']	['service', '##berry']	0-split
apostrophe	n	cilium	n	0.1333333333333333	2-split	2.76	1.71	['ap', '##ost', '##rop', '##he']	['ci', '##lium']	2-split	['▁a', 'pos', 'troph', 'e']	['▁', 'cil', 'ium']	2-split	['ap', '##ost', '##rop', '##he']	['ci', '##lium']	0-split
charade	n	eparchy	n	0.125	2-split	2.9	1.39	['char', '##ade']	['epa', '##rchy']	2-split	['▁', 'char', 'ade']	['▁', 'e', 'par', 'chy']	2-split	['char', '##ade']	['epa', '##rchy']	0-split
solidus	n	stockade	n	0.1111111111111111	2-split	2.02	2.63	['solid', '##us']	['stock', '##ade']	2-split	['▁solid', 'us']	['▁stock', 'ade']	2-split	['solid', '##us']	['stock', '##ade']	0-split
imposition	n	sanatorium	n	0.1111111111111111	2-split	3.19	2.81	['imp', '##osition']	['san', '##ator', '##ium']	1-split	['▁imposition']	['▁', 'san', 'atorium']	2-split	['imp', '##osition']	['san', '##ator', '##ium']	0-split
bastille	n	conscientiousness	n	0.125	2-split	3.04	2.28	['bas', '##till', '##e']	['con', '##sc', '##ient', '##ious', '##ness']	2-split	['▁', 'bas', 't', 'ille']	['▁conscientious', 'ness']	2-split	['bas', '##till', '##e']	['con', '##sc', '##ient', '##ious', '##ness']	0-split
mooring	n	overtone	n	0.1538461538461538	2-split	2.84	2.28	['moor', '##ing']	['over', '##tone']	2-split	['▁', 'moor', 'ing']	['▁over', 'tone']	2-split	['moor', '##ing']	['over', '##tone']	0-split
openness	n	wasabi	n	0.1176470588235294	2-split	3.4	2.77	['open', '##ness']	['was', '##abi']	1-split	['▁openness']	['▁was', 'abi']	2-split	['open', '##ness']	['was', '##abi']	0-split
alewife	n	invariance	n	0.1538461538461538	2-split	1.81	2.42	['ale', '##wife']	['in', '##var', '##iance']	2-split	['▁a', 'le', 'wife']	['▁in', 'vari', 'ance']	2-split	['ale', '##wife']	['in', '##var', '##iance']	0-split
backsword	n	heirloom	n	0.1333333333333333	2-split	0.0	2.98	['backs', '##word']	['heir', '##lo', '##om']	2-split	['▁back', 's', 'word']	['▁heir', 'loom']	2-split	['backs', '##word']	['heir', '##lo', '##om']	0-split
anemone	n	quadratic	n	0.1111111111111111	2-split	2.56	2.98	['an', '##emon', '##e']	['quad', '##ratic']	2-split	['▁an', 'em', 'one']	['▁quad', 'ra', 'tic']	2-split	['an', '##emon', '##e']	['quad', '##ratic']	0-split
goldeneye	n	impressiveness	n	0.1052631578947368	2-split	2.62	1.54	['golden', '##eye']	['impressive', '##ness']	2-split	['▁golden', 'eye']	['▁impressive', 'ness']	2-split	['golden', '##eye']	['impressive', '##ness']	0-split
airiness	n	hilum	n	0.1428571428571428	2-split	1.54	1.66	['air', '##iness']	['hi', '##lum']	2-split	['▁air', 'iness']	['▁', 'hi', 'lum']	2-split	['air', '##iness']	['hi', '##lum']	0-split
disjunction	n	illusionist	n	0.1666666666666666	2-split	2.2	2.44	['di', '##s', '##jun', '##ction']	['illusion', '##ist']	2-split	['▁dis', 'jun', 'ction']	['▁illusion', 'ist']	2-split	['di', '##s', '##jun', '##ction']	['illusion', '##ist']	0-split
asphyxiation	n	thumbhole	n	0.1176470588235294	2-split	2.65	1.31	['as', '##phy', '##xia', '##tion']	['thumb', '##hole']	2-split	['▁as', 'phy', 'xi', 'ation']	['▁thumb', 'hole']	2-split	['as', '##phy', '##xia', '##tion']	['thumb', '##hole']	0-split
decisiveness	n	maillot	n	0.125	2-split	2.17	2.07	['decisive', '##ness']	['mail', '##lot']	2-split	['▁decisive', 'ness']	['▁mail', 'lot']	2-split	['decisive', '##ness']	['mail', '##lot']	0-split
cockle	n	fullness	n	0.1538461538461538	2-split	2.34	3.03	['cock', '##le']	['full', '##ness']	2-split	['▁cock', 'le']	['▁full', 'ness']	2-split	['cock', '##le']	['full', '##ness']	0-split
abstinence	n	giver	n	0.1538461538461538	2-split	3.18	3.2	['abs', '##tine', '##nce']	['give', '##r']	1-split	['▁abstinence']	['▁', 'giver']	2-split	['abs', '##tine', '##nce']	['give', '##r']	0-split
diversification	n	wonderer	n	0.1666666666666666	2-split	3.22	0.0	['divers', '##ification']	['wonder', '##er']	1-split	['▁diversification']	['▁wonder', 'er']	2-split	['divers', '##ification']	['wonder', '##er']	0-split
brutalization	n	juicer	n	0.1538461538461538	2-split	1.55	2.52	['brutal', '##ization']	['juice', '##r']	2-split	['▁brutal', 'ization']	['▁juice', 'r']	2-split	['brutal', '##ization']	['juice', '##r']	0-split
expedience	n	repeater	n	0.1666666666666666	2-split	1.89	2.89	['ex', '##ped', '##ience']	['repeat', '##er']	2-split	['▁', 'exp', 'ed', 'i', 'ence']	['▁repeat', 'er']	2-split	['ex', '##ped', '##ience']	['repeat', '##er']	0-split
directionality	n	tangelo	n	0.1428571428571428	2-split	2.15	1.36	['directional', '##ity']	['tang', '##elo']	2-split	['▁direction', 'ality']	['▁', 'tang', 'elo']	2-split	['directional', '##ity']	['tang', '##elo']	0-split
egress	n	paperhanger	n	0.1428571428571428	2-split	2.67	1.06	['e', '##gre', '##ss']	['paper', '##hang', '##er']	2-split	['▁', 'e', 'gress']	['▁paper', 'hang', 'er']	2-split	['e', '##gre', '##ss']	['paper', '##hang', '##er']	0-split
babbler	n	hedging	n	0.1333333333333333	2-split	1.73	2.96	['ba', '##bble', '##r']	['he', '##d', '##ging']	2-split	['▁', 'bab', 'bler']	['▁he', 'dging']	2-split	['ba', '##bble', '##r']	['he', '##d', '##ging']	0-split
inflorescence	n	presumption	n	0.1333333333333333	2-split	2.6	3.22	['in', '##fl', '##orescence']	['pre', '##sum', '##ption']	1-split	['▁in', 'flor', 'escence']	['▁presumption']	2-split	['in', '##fl', '##orescence']	['pre', '##sum', '##ption']	0-split
coarseness	n	tinker	n	0.1818181818181818	2-split	1.93	3.28	['coarse', '##ness']	['tin', '##ker']	1-split	['▁coarse', 'ness']	['▁tinker']	2-split	['coarse', '##ness']	['tin', '##ker']	0-split
cheerfulness	n	sprout	n	0.1666666666666666	2-split	2.3	3.11	['cheerful', '##ness']	['sp', '##rou', '##t']	2-split	['▁cheerful', 'ness']	['▁', 'sprout']	2-split	['cheerful', '##ness']	['sp', '##rou', '##t']	0-split
cookhouse	n	depersonalization	n	0.1333333333333333	2-split	1.82	2.12	['cook', '##house']	['de', '##personal', '##ization']	2-split	['▁cook', 'house']	['▁de', 'personal', 'ization']	2-split	['cook', '##house']	['de', '##personal', '##ization']	0-split
huaraches	n	inroad	n	0.1052631578947368	2-split	1.45	1.63	['hua', '##rac', '##hes']	['in', '##ro', '##ad']	2-split	['▁', 'hu', 'ara', 'ches']	['▁in', 'road']	2-split	['hua', '##rac', '##hes']	['in', '##ro', '##ad']	0-split
beet	n	interdiction	n	0.1052631578947368	2-split	3.05	2.6	['bee', '##t']	['inter', '##dict', '##ion']	2-split	['▁be', 'et']	['▁inter', 'diction']	2-split	['bee', '##t']	['inter', '##dict', '##ion']	0-split
feijoa	n	virulency	n	0.1333333333333333	2-split	1.09	0.0	['fei', '##jo', '##a']	['vi', '##ru', '##len', '##cy']	2-split	['▁fe', 'ij', 'oa']	['▁', 'vir', 'ul', 'ency']	2-split	['fei', '##jo', '##a']	['vi', '##ru', '##len', '##cy']	1-split
bur	n	cheapness	n	0.1333333333333333	2-split	2.75	2.2	['bu', '##r']	['cheap', '##ness']	1-split	['▁bur']	['▁cheap', 'ness']	2-split	['bu', '##r']	['cheap', '##ness']	0-split
floss	n	roundup	n	0.125	2-split	3.18	3.29	['fl', '##oss']	['round', '##up']	2-split	['▁f', 'loss']	['▁round', 'up']	2-split	['fl', '##oss']	['round', '##up']	0-split
debasement	n	jewfish	n	0.0909090909090909	2-split	2.08	1.22	['de', '##base', '##ment']	['jew', '##fish']	2-split	['▁de', 'base', 'ment']	['▁', 'je', 'w', 'fish']	2-split	['de', '##base', '##ment']	['jew', '##fish']	0-split
benevolence	n	biogenesis	n	0.1333333333333333	2-split	2.78	2.4	['ben', '##ev', '##ole', '##nce']	['bio', '##genesis']	2-split	['▁be', 'ne', 'vol', 'ence']	['▁bio', 'genesis']	2-split	['ben', '##ev', '##ole', '##nce']	['bio', '##genesis']	0-split
partiality	n	roundworm	n	0.125	2-split	2.36	1.89	['partial', '##ity']	['round', '##worm']	2-split	['▁partial', 'ity']	['▁round', 'worm']	2-split	['partial', '##ity']	['round', '##worm']	0-split
bioremediation	n	facula	n	0.1052631578947368	2-split	2.1	0.0	['bio', '##rem', '##ed', '##iation']	['fa', '##cula']	2-split	['▁bio', 're', 'media', 'tion']	['▁', 'fa', 'cula']	2-split	['bio', '##rem', '##ed', '##iation']	['fa', '##cula']	1-split
malignity	n	oatmeal	n	0.1333333333333333	2-split	1.43	3.37	['mali', '##gni', '##ty']	['o', '##at', '##me', '##al']	2-split	['▁', 'm', 'align', 'ity']	['▁', 'o', 'at', 'me', 'al']	2-split	['mali', '##gni', '##ty']	['o', '##at', '##me', '##al']	0-split
muffler	n	sorrowfulness	n	0.125	2-split	2.7	0.0	['mu', '##ffle', '##r']	['sorrow', '##fulness']	2-split	['▁', 'm', 'uffle', 'r']	['▁sorrow', 'fulness']	2-split	['mu', '##ffle', '##r']	['sorrow', '##fulness']	1-split
grapefruit	n	hastiness	n	0.125	2-split	3.17	1.36	['grape', '##fr', '##uit']	['has', '##tine', '##ss']	2-split	['▁grape', 'fruit']	['▁has', 't', 'iness']	2-split	['grape', '##fr', '##uit']	['has', '##tine', '##ss']	0-split
alidade	n	subjectivism	n	0.1333333333333333	2-split	1.08	1.74	['ali', '##dad', '##e']	['subject', '##ivism']	2-split	['▁a', 'lid', 'ade']	['▁subject', 'ivism']	2-split	['ali', '##dad', '##e']	['subject', '##ivism']	0-split
commination	n	pacifier	n	0.1818181818181818	2-split	0.0	2.64	['com', '##mina', '##tion']	['pac', '##ifier']	2-split	['▁com', 'mination']	['▁', 'pac', 'ifier']	2-split	['com', '##mina', '##tion']	['pac', '##ifier']	1-split
martyrdom	n	roadster	n	0.1052631578947368	2-split	3.16	2.84	['martyr', '##dom']	['roads', '##ter']	2-split	['▁', 'martyr', 'dom']	['▁road', 'ster']	2-split	['martyr', '##dom']	['roads', '##ter']	0-split
asphyxiation	n	nostrum	n	0.1176470588235294	2-split	2.65	2.31	['as', '##phy', '##xia', '##tion']	['nos', '##trum']	2-split	['▁as', 'phy', 'xi', 'ation']	['▁no', 'strum']	2-split	['as', '##phy', '##xia', '##tion']	['nos', '##trum']	0-split
summercaters	n	superscription	n	0.1428571428571428	2-split	0.0	1.2	['summer', '##cate', '##rs']	['super', '##script', '##ion']	2-split	['▁summer', 'cat', 'ers']	['▁super', 'scription']	2-split	['summer', '##cate', '##rs']	['super', '##script', '##ion']	1-split
somesthesia	n	tarmac	n	0.1333333333333333	2-split	0.0	3.04	['some', '##st', '##hes', '##ia']	['tar', '##mac']	1-split	['▁so', 'm', 'esthesia']	['▁tarmac']	2-split	['some', '##st', '##hes', '##ia']	['tar', '##mac']	0-split
impenetrability	n	whortleberry	n	0.1428571428571428	2-split	1.42	0.0	['imp', '##ene', '##tra', '##bility']	['who', '##rt', '##le', '##berry']	2-split	['▁imp', 'ene', 'tr', 'ability']	['▁who', 'r', 'tle', 'berry']	2-split	['imp', '##ene', '##tra', '##bility']	['who', '##rt', '##le', '##berry']	0-split
bazar	n	denseness	n	0.1111111111111111	2-split	2.57	1.44	['ba', '##zar']	['dense', '##ness']	2-split	['▁', 'ba', 'zar']	['▁dense', 'ness']	2-split	['ba', '##zar']	['dense', '##ness']	0-split
