word1	pos1	word2	pos2	wup_similarity	bert_split_class	freq1	freq2	bert_split_word1	bert_split_word2	xlnet_split_class	xlnet_split_word1	xlnet_split_word2	electra_split_class	electra_split_word1	electra_split_word2	fasttext_split_class
depopulate	v	exsert	v	0.1818181818181818	2-split	1.72	0.0	['de', '##pop', '##ulate']	['ex', '##ser', '##t']	2-split	['▁de', 'pop', 'ulate']	['▁ex', 's', 'ert']	2-split	['de', '##pop', '##ulate']	['ex', '##ser', '##t']	1-split
gimp	v	overstress	v	0.1666666666666666	2-split	2.8	1.49	['gi', '##mp']	['overs', '##tres', '##s']	2-split	['▁', 'g', 'imp']	['▁over', 'stress']	2-split	['gi', '##mp']	['overs', '##tres', '##s']	0-split
handwash	v	unsay	v	0.1818181818181818	2-split	1.62	1.51	['hand', '##wash']	['un', '##say']	2-split	['▁hand', 'wash']	['▁un', 'say']	2-split	['hand', '##wash']	['un', '##say']	0-split
bode	v	lithograph	v	0.1538461538461538	2-split	3.03	2.56	['bo', '##de']	['lit', '##hog', '##raph']	2-split	['▁', 'bo', 'de']	['▁', 'lith', 'ograph']	2-split	['bo', '##de']	['lit', '##hog', '##raph']	0-split
apotheosize	v	vanquish	v	0.1818181818181818	2-split	0.0	2.62	['ap', '##oth', '##eo', '##si', '##ze']	['van', '##qui', '##sh']	2-split	['▁a', 'po', 'the', 'o', 'size']	['▁van', 'qui', 'sh']	2-split	['ap', '##oth', '##eo', '##si', '##ze']	['van', '##qui', '##sh']	1-split
debunk	v	endue	v	0.1818181818181818	2-split	2.68	1.1	['de', '##bu', '##nk']	['end', '##ue']	2-split	['▁de', 'bun', 'k']	['▁end', 'ue']	2-split	['de', '##bu', '##nk']	['end', '##ue']	0-split
lowball	v	whisker	v	0.1818181818181818	2-split	2.12	2.56	['low', '##ball']	['w', '##his', '##ker']	2-split	['▁low', 'ball']	['▁whisk', 'er']	2-split	['low', '##ball']	['w', '##his', '##ker']	0-split
outcall	v	systemize	v	0.1818181818181818	2-split	2.12	0.0	['out', '##cal', '##l']	['system', '##ize']	2-split	['▁out', 'call']	['▁system', 'ize']	2-split	['out', '##cal', '##l']	['system', '##ize']	0-split
bale	v	collectivise	v	0.1818181818181818	2-split	3.61	0.0	['bal', '##e']	['collect', '##iv', '##ise']	2-split	['▁', 'bale']	['▁collect', 'iv', 'ise']	2-split	['bal', '##e']	['collect', '##iv', '##ise']	0-split
rumba	v	travesty	v	0.1818181818181818	2-split	2.63	3.0	['rum', '##ba']	['tr', '##aves', '##ty']	2-split	['▁', 'r', 'umba']	['▁', 'tra', 've', 's', 'ty']	2-split	['rum', '##ba']	['tr', '##aves', '##ty']	0-split
ensnarl	v	restructure	v	0.1538461538461538	2-split	0.0	3.01	['en', '##s', '##nar', '##l']	['rest', '##ru', '##cture']	1-split	['▁', 'ens', 'nar', 'l']	['▁restructure']	2-split	['en', '##s', '##nar', '##l']	['rest', '##ru', '##cture']	1-split
bugle	v	deem	v	0.1818181818181818	2-split	2.92	3.34	['bug', '##le']	['dee', '##m']	1-split	['▁bug', 'le']	['▁deem']	2-split	['bug', '##le']	['dee', '##m']	0-split
hemstitch	v	inset	v	0.1818181818181818	2-split	0.0	2.85	['hem', '##sti', '##tch']	['ins', '##et']	2-split	['▁he', 'm', 'st', 'itch']	['▁in', 'set']	2-split	['hem', '##sti', '##tch']	['ins', '##et']	0-split
filigree	v	soliloquise	v	0.1538461538461538	2-split	2.56	0.0	['fi', '##li', '##gree']	['sol', '##ilo', '##qui', '##se']	2-split	['▁', 'fil', 'i', 'gree']	['▁', 'sol', 'ilo', 'qui', 'se']	2-split	['fi', '##li', '##gree']	['sol', '##ilo', '##qui', '##se']	1-split
doze	v	repoint	v	0.1666666666666666	2-split	2.64	0.0	['do', '##ze']	['rep', '##oint']	2-split	['▁do', 'ze']	['▁', 're', 'point']	2-split	['do', '##ze']	['rep', '##oint']	0-split
birdie	v	stylize	v	0.1818181818181818	2-split	3.26	1.45	['bird', '##ie']	['st', '##yl', '##ize']	1-split	['▁birdie']	['▁', 'st', 'yl', 'ize']	2-split	['bird', '##ie']	['st', '##yl', '##ize']	0-split
apostatize	v	decontaminate	v	0.1538461538461538	2-split	1.46	2.01	['ap', '##osta', '##ti', '##ze']	['deco', '##nta', '##minate']	2-split	['▁a', 'post', 'at', 'ize']	['▁de', 'conta', 'm', 'inate']	2-split	['ap', '##osta', '##ti', '##ze']	['deco', '##nta', '##minate']	0-split
bobble	v	revile	v	0.1666666666666666	2-split	2.65	1.98	['bob', '##ble']	['rev', '##ile']	2-split	['▁bob', 'ble']	['▁', 'rev', 'ile']	2-split	['bob', '##ble']	['rev', '##ile']	0-split
exonerate	v	fizz	v	0.1818181818181818	2-split	2.61	2.98	['ex', '##one', '##rate']	['fi', '##zz']	1-split	['▁ex', 'one', 'rate']	['▁fizz']	2-split	['ex', '##one', '##rate']	['fi', '##zz']	0-split
rebury	v	underachieve	v	0.1666666666666666	2-split	1.52	1.35	['re', '##bury']	['under', '##achi', '##eve']	2-split	['▁', 're', 'bury']	['▁under', 'achi', 'e', 've']	2-split	['re', '##bury']	['under', '##achi', '##eve']	0-split
ensnarl	v	obstinate	v	0.1818181818181818	2-split	0.0	2.73	['en', '##s', '##nar', '##l']	['ob', '##sti', '##nate']	2-split	['▁', 'ens', 'nar', 'l']	['▁ob', 'st', 'inate']	2-split	['en', '##s', '##nar', '##l']	['ob', '##sti', '##nate']	1-split
commutate	v	reverence	v	0.1818181818181818	2-split	0.0	3.22	['com', '##mut', '##ate']	['rev', '##erence']	1-split	['▁com', 'mut', 'ate']	['▁reverence']	2-split	['com', '##mut', '##ate']	['rev', '##erence']	0-split
dispossess	v	epitomize	v	0.1333333333333333	2-split	1.94	2.04	['di', '##sp', '##oss', '##ess']	['ep', '##ito', '##mi', '##ze']	2-split	['▁dis', 'possess']	['▁epi', 'tom', 'ize']	2-split	['di', '##sp', '##oss', '##ess']	['ep', '##ito', '##mi', '##ze']	0-split
decoke	v	moot	v	0.1818181818181818	2-split	0.0	3.23	['deco', '##ke']	['mo', '##ot']	2-split	['▁', 'deco', 'ke']	['▁', 'moo', 't']	2-split	['deco', '##ke']	['mo', '##ot']	1-split
compere	v	quickstep	v	0.1818181818181818	2-split	2.06	2.2	['com', '##per', '##e']	['quick', '##ste', '##p']	2-split	['▁comp', 'ere']	['▁quick', 'step']	2-split	['com', '##per', '##e']	['quick', '##ste', '##p']	0-split
adulate	v	barter	v	0.1818181818181818	2-split	0.0	3.05	['ad', '##ulate']	['bart', '##er']	2-split	['▁a', 'd', 'ulate']	['▁bar', 'ter']	2-split	['ad', '##ulate']	['bart', '##er']	0-split
outscore	v	renege	v	0.1818181818181818	2-split	2.08	2.26	['outs', '##core']	['rene', '##ge']	2-split	['▁out', 'score']	['▁', 'ren', 'ege']	2-split	['outs', '##core']	['rene', '##ge']	0-split
hybridise	v	palter	v	0.1818181818181818	2-split	1.04	1.41	['hybrid', '##ise']	['pal', '##ter']	2-split	['▁hybrid', 'ise']	['▁p', 'alter']	2-split	['hybrid', '##ise']	['pal', '##ter']	0-split
apostrophize	v	corset	v	0.1818181818181818	2-split	0.0	3.03	['ap', '##ost', '##rop', '##hi', '##ze']	['co', '##rse', '##t']	2-split	['▁a', 'pos', 'troph', 'ize']	['▁', 'cor', 'set']	2-split	['ap', '##ost', '##rop', '##hi', '##ze']	['co', '##rse', '##t']	1-split
guesstimate	v	unbosom	v	0.1333333333333333	2-split	2.0	0.0	['guess', '##ti', '##mate']	['un', '##bos', '##om']	2-split	['▁guess', 'ti', 'mate']	['▁un', 'bo', 'som']	2-split	['guess', '##ti', '##mate']	['un', '##bos', '##om']	0-split
ruggedize	v	vilify	v	0.1538461538461538	2-split	0.0	2.44	['rugged', '##ize']	['vi', '##li', '##fy']	2-split	['▁rugged', 'ize']	['▁', 'vil', 'ify']	2-split	['rugged', '##ize']	['vi', '##li', '##fy']	1-split
allocate	v	razz	v	0.1666666666666666	2-split	3.31	2.14	['all', '##oca', '##te']	['ra', '##zz']	1-split	['▁allocate']	['▁', 'ra', 'zz']	2-split	['all', '##oca', '##te']	['ra', '##zz']	0-split
gyp	v	intermingle	v	0.1666666666666666	2-split	2.03	2.1	['g', '##yp']	['inter', '##ming', '##le']	2-split	['▁', 'gy', 'p']	['▁in', 'term', 'ing', 'le']	2-split	['g', '##yp']	['inter', '##ming', '##le']	0-split
outsource	v	reiterate	v	0.1666666666666666	2-split	2.92	3.13	['outs', '##our', '##ce']	['rei', '##tera', '##te']	1-split	['▁out', 'source']	['▁reiterate']	2-split	['outs', '##our', '##ce']	['rei', '##tera', '##te']	0-split
felicitate	v	jot	v	0.1538461538461538	2-split	1.72	2.86	['fe', '##lic', '##itate']	['jo', '##t']	2-split	['▁fe', 'licit', 'ate']	['▁', 'jo', 't']	2-split	['fe', '##lic', '##itate']	['jo', '##t']	0-split
foal	v	kennel	v	0.1818181818181818	2-split	2.83	3.16	['f', '##oa', '##l']	['ken', '##nel']	2-split	['▁fo', 'al']	['▁', 'ken', 'nel']	2-split	['f', '##oa', '##l']	['ken', '##nel']	0-split
enslave	v	unbosom	v	0.1428571428571428	2-split	2.83	0.0	['en', '##sl', '##ave']	['un', '##bos', '##om']	2-split	['▁', 'en', 'slav', 'e']	['▁un', 'bo', 'som']	2-split	['en', '##sl', '##ave']	['un', '##bos', '##om']	0-split
marinate	v	outrange	v	0.1666666666666666	2-split	2.59	0.0	['marina', '##te']	['out', '##rang', '##e']	2-split	['▁marina', 'te']	['▁out', 'range']	2-split	['marina', '##te']	['out', '##rang', '##e']	0-split
hyperbolise	v	reclassify	v	0.1538461538461538	2-split	0.0	2.22	['hyper', '##bol', '##ise']	['rec', '##lass', '##ify']	2-split	['▁hyper', 'bol', 'ise']	['▁', 're', 'class', 'ify']	2-split	['hyper', '##bol', '##ise']	['rec', '##lass', '##ify']	1-split
deem	v	telex	v	0.1666666666666666	2-split	3.34	2.34	['dee', '##m']	['tel', '##ex']	1-split	['▁deem']	['▁tele', 'x']	2-split	['dee', '##m']	['tel', '##ex']	0-split
accustom	v	elute	v	0.1818181818181818	2-split	2.06	1.45	['acc', '##ust', '##om']	['el', '##ute']	2-split	['▁', 'ac', 'custom']	['▁', 'e', 'lute']	2-split	['acc', '##ust', '##om']	['el', '##ute']	0-split
faze	v	rebroadcast	v	0.1428571428571428	2-split	2.91	2.32	['fa', '##ze']	['re', '##bro', '##ad', '##cast']	2-split	['▁', 'fa', 'ze']	['▁', 're', 'broad', 'cast']	2-split	['fa', '##ze']	['re', '##bro', '##ad', '##cast']	0-split
misquote	v	parallelize	v	0.1538461538461538	2-split	2.02	1.44	['mis', '##qu', '##ote']	['parallel', '##ize']	2-split	['▁mis', 'quote']	['▁parallel', 'ize']	2-split	['mis', '##qu', '##ote']	['parallel', '##ize']	0-split
boob	v	recriminate	v	0.1818181818181818	2-split	3.41	0.0	['boo', '##b']	['rec', '##rim', '##inate']	2-split	['▁', 'boo', 'b']	['▁', 'rec', 'rim', 'inate']	2-split	['boo', '##b']	['rec', '##rim', '##inate']	0-split
hemstitch	v	reintegrate	v	0.1666666666666666	2-split	0.0	2.27	['hem', '##sti', '##tch']	['rein', '##te', '##grate']	2-split	['▁he', 'm', 'st', 'itch']	['▁', 're', 'integr', 'ate']	2-split	['hem', '##sti', '##tch']	['rein', '##te', '##grate']	0-split
covet	v	marinate	v	0.1818181818181818	2-split	2.82	2.59	['cove', '##t']	['marina', '##te']	2-split	['▁co', 've', 't']	['▁marina', 'te']	2-split	['cove', '##t']	['marina', '##te']	0-split
remilitarize	v	restate	v	0.1818181818181818	2-split	0.0	2.47	['re', '##mi', '##lita', '##rize']	['rest', '##ate']	2-split	['▁', 're', 'mili', 'tar', 'ize']	['▁rest', 'ate']	2-split	['re', '##mi', '##lita', '##rize']	['rest', '##ate']	0-split
relativize	v	seaplane	v	0.1538461538461538	2-split	1.23	2.54	['re', '##lat', '##iv', '##ize']	['sea', '##plane']	2-split	['▁', 're', 'lat', 'iv', 'ize']	['▁sea', 'plane']	2-split	['re', '##lat', '##iv', '##ize']	['sea', '##plane']	0-split
digitalise	v	vilify	v	0.1666666666666666	2-split	0.0	2.44	['digital', '##ise']	['vi', '##li', '##fy']	2-split	['▁digital', 'ise']	['▁', 'vil', 'ify']	2-split	['digital', '##ise']	['vi', '##li', '##fy']	0-split
overmaster	v	rebroadcast	v	0.1538461538461538	2-split	0.0	2.32	['over', '##master']	['re', '##bro', '##ad', '##cast']	2-split	['▁over', 'master']	['▁', 're', 'broad', 'cast']	2-split	['over', '##master']	['re', '##bro', '##ad', '##cast']	1-split
amortise	v	pantomime	v	0.1428571428571428	2-split	0.0	3.0	['amor', '##tis', '##e']	['pan', '##tom', '##ime']	2-split	['▁a', 'mort', 'ise']	['▁pan', 'tom', 'ime']	2-split	['amor', '##tis', '##e']	['pan', '##tom', '##ime']	0-split
gyp	v	peroxide	v	0.1428571428571428	2-split	2.03	3.13	['g', '##yp']	['per', '##oxide']	2-split	['▁', 'gy', 'p']	['▁per', 'oxide']	2-split	['g', '##yp']	['per', '##oxide']	0-split
amortize	v	emplane	v	0.1538461538461538	2-split	1.81	0.0	['amor', '##ti', '##ze']	['em', '##plane']	2-split	['▁a', 'mort', 'ize']	['▁em', 'plane']	2-split	['amor', '##ti', '##ze']	['em', '##plane']	1-split
decode	v	phosphoresce	v	0.1666666666666666	2-split	3.02	0.0	['deco', '##de']	['ph', '##os', '##ph', '##ores', '##ce']	1-split	['▁decode']	['▁phosphor', 'es', 'ce']	2-split	['deco', '##de']	['ph', '##os', '##ph', '##ores', '##ce']	0-split
marinate	v	snicker	v	0.1818181818181818	2-split	2.59	2.48	['marina', '##te']	['s', '##nick', '##er']	2-split	['▁marina', 'te']	['▁', 's', 'nick', 'er']	2-split	['marina', '##te']	['s', '##nick', '##er']	0-split
hypothesise	v	temporize	v	0.1818181818181818	2-split	1.61	1.18	['hypothesis', '##e']	['tempo', '##rize']	2-split	['▁hypothesis', 'e']	['▁temp', 'or', 'ize']	2-split	['hypothesis', '##e']	['tempo', '##rize']	0-split
delude	v	disbar	v	0.1428571428571428	2-split	2.48	1.68	['del', '##ude']	['di', '##sb', '##ar']	2-split	['▁del', 'ude']	['▁dis', 'bar']	2-split	['del', '##ude']	['di', '##sb', '##ar']	0-split
deconstruct	v	radicalize	v	0.1818181818181818	2-split	2.53	2.09	['deco', '##nst', '##ru', '##ct']	['radical', '##ize']	2-split	['▁de', 'con', 'struct']	['▁radical', 'ize']	2-split	['deco', '##nst', '##ru', '##ct']	['radical', '##ize']	0-split
birdie	v	bower	v	0.1818181818181818	2-split	3.26	3.0	['bird', '##ie']	['bow', '##er']	1-split	['▁birdie']	['▁bow', 'er']	2-split	['bird', '##ie']	['bow', '##er']	0-split
billet	v	cudgel	v	0.1666666666666666	2-split	2.75	2.26	['bill', '##et']	['cu', '##dge', '##l']	2-split	['▁bill', 'et']	['▁', 'cu', 'd', 'gel']	2-split	['bill', '##et']	['cu', '##dge', '##l']	0-split
affiance	v	foreground	v	0.1	2-split	1.25	3.26	['af', '##fia', '##nce']	['fore', '##ground']	2-split	['▁', 'aff', 'i', 'ance']	['▁for', 'e', 'ground']	2-split	['af', '##fia', '##nce']	['fore', '##ground']	0-split
circumvallate	v	resew	v	0.1666666666666666	2-split	0.0	0.0	['ci', '##rc', '##um', '##val', '##late']	['res', '##ew']	2-split	['▁circum', 'val', 'late']	['▁', 're', 's', 'ew']	2-split	['ci', '##rc', '##um', '##val', '##late']	['res', '##ew']	0-split
sledgehammer	v	yodel	v	0.1538461538461538	2-split	2.93	2.34	['sl', '##edge', '##hammer']	['yo', '##del']	2-split	['▁', 's', 'ledge', 'hammer']	['▁', 'yo', 'del']	2-split	['sl', '##edge', '##hammer']	['yo', '##del']	0-split
betroth	v	disambiguate	v	0.125	2-split	1.53	1.62	['bet', '##rot', '##h']	['di', '##sam', '##bi', '##gua', '##te']	2-split	['▁be', 'tro', 'th']	['▁dis', 'ambi', 'gu', 'ate']	2-split	['bet', '##rot', '##h']	['di', '##sam', '##bi', '##gua', '##te']	0-split
abash	v	brazen	v	0.1176470588235294	2-split	1.02	3.1	['aba', '##sh']	['bra', '##zen']	1-split	['▁a', 'bash']	['▁brazen']	2-split	['aba', '##sh']	['bra', '##zen']	0-split
calender	v	spam	v	0.1538461538461538	2-split	2.54	4.05	['cale', '##nder']	['spa', '##m']	1-split	['▁', 'cal', 'ender']	['▁spam']	2-split	['cale', '##nder']	['spa', '##m']	0-split
foreshadow	v	overspread	v	0.1666666666666666	2-split	2.39	1.51	['fore', '##sha', '##do', '##w']	['overs', '##pre', '##ad']	2-split	['▁for', 'e', 'sha', 'dow']	['▁over', 'spread']	2-split	['fore', '##sha', '##do', '##w']	['overs', '##pre', '##ad']	0-split
catnap	v	unzip	v	0.1666666666666666	2-split	1.78	2.55	['cat', '##na', '##p']	['un', '##zi', '##p']	2-split	['▁cat', 'nap']	['▁un', 'zip']	2-split	['cat', '##na', '##p']	['un', '##zi', '##p']	0-split
decontaminate	v	demonetize	v	0.1538461538461538	2-split	2.01	1.22	['deco', '##nta', '##minate']	['demon', '##eti', '##ze']	2-split	['▁de', 'conta', 'm', 'inate']	['▁demon', 'et', 'ize']	2-split	['deco', '##nta', '##minate']	['demon', '##eti', '##ze']	0-split
brine	v	detribalize	v	0.1818181818181818	2-split	3.07	0.0	['br', '##ine']	['det', '##ri', '##bal', '##ize']	2-split	['▁', 'br', 'ine']	['▁de', 'trib', 'al', 'ize']	2-split	['br', '##ine']	['det', '##ri', '##bal', '##ize']	1-split
disembowel	v	foreshadow	v	0.1818181818181818	2-split	1.79	2.39	['di', '##se', '##mbo', '##we', '##l']	['fore', '##sha', '##do', '##w']	2-split	['▁dis', 'e', 'mbo', 'wel']	['▁for', 'e', 'sha', 'dow']	2-split	['di', '##se', '##mbo', '##we', '##l']	['fore', '##sha', '##do', '##w']	0-split
fricassee	v	reclassify	v	0.1818181818181818	2-split	1.58	2.22	['fr', '##ica', '##ssee']	['rec', '##lass', '##ify']	2-split	['▁', 'fri', 'cas', 'see']	['▁', 're', 'class', 'ify']	2-split	['fr', '##ica', '##ssee']	['rec', '##lass', '##ify']	0-split
blurt	v	ebonize	v	0.1666666666666666	2-split	2.48	0.0	['blur', '##t']	['e', '##bon', '##ize']	2-split	['▁blur', 't']	['▁', 'e', 'bon', 'ize']	2-split	['blur', '##t']	['e', '##bon', '##ize']	1-split
defrost	v	deplane	v	0.1818181818181818	2-split	2.5	1.61	['def', '##ros', '##t']	['de', '##plane']	2-split	['▁def', 'ros', 't']	['▁de', 'plane']	2-split	['def', '##ros', '##t']	['de', '##plane']	0-split
bode	v	lactate	v	0.1428571428571428	2-split	3.03	2.72	['bo', '##de']	['lac', '##tate']	2-split	['▁', 'bo', 'de']	['▁', 'lac', 't', 'ate']	2-split	['bo', '##de']	['lac', '##tate']	0-split
misprint	v	senesce	v	0.1428571428571428	2-split	2.24	0.0	['mis', '##print']	['sen', '##es', '##ce']	2-split	['▁mis', 'print']	['▁', 'sen', 'es', 'ce']	2-split	['mis', '##print']	['sen', '##es', '##ce']	0-split
batik	v	farrow	v	0.1818181818181818	2-split	2.54	2.93	['bat', '##ik']	['far', '##row']	2-split	['▁bat', 'ik']	['▁far', 'row']	2-split	['bat', '##ik']	['far', '##row']	0-split
pronate	v	reallocate	v	0.1818181818181818	2-split	1.19	2.2	['pro', '##nate']	['real', '##lo', '##cate']	2-split	['▁pro', 'nate']	['▁real', 'loc', 'ate']	2-split	['pro', '##nate']	['real', '##lo', '##cate']	0-split
bugger	v	unsay	v	0.1818181818181818	2-split	3.0	1.51	['bug', '##ger']	['un', '##say']	2-split	['▁bug', 'ger']	['▁un', 'say']	2-split	['bug', '##ger']	['un', '##say']	0-split
malinger	v	yodel	v	0.1818181818181818	2-split	1.18	2.34	['mali', '##nger']	['yo', '##del']	2-split	['▁', 'ma', 'linger']	['▁', 'yo', 'del']	2-split	['mali', '##nger']	['yo', '##del']	0-split
overcook	v	systematise	v	0.1818181818181818	2-split	2.18	0.0	['over', '##co', '##ok']	['system', '##ati', '##se']	2-split	['▁over', 'co', 'ok']	['▁system', 'at', 'ise']	2-split	['over', '##co', '##ok']	['system', '##ati', '##se']	0-split
anodize	v	fib	v	0.1666666666666666	2-split	1.16	2.66	['an', '##od', '##ize']	['fi', '##b']	2-split	['▁an', 'od', 'ize']	['▁', 'fi', 'b']	2-split	['an', '##od', '##ize']	['fi', '##b']	0-split
joyride	v	shampoo	v	0.1538461538461538	2-split	2.53	3.58	['joy', '##ride']	['sham', '##poo']	1-split	['▁joy', 'ride']	['▁shampoo']	2-split	['joy', '##ride']	['sham', '##poo']	0-split
desalinate	v	mistime	v	0.1818181818181818	2-split	1.54	1.13	['des', '##ali', '##nate']	['mist', '##ime']	2-split	['▁des', 'al', 'inate']	['▁mis', 'time']	2-split	['des', '##ali', '##nate']	['mist', '##ime']	0-split
chloroform	v	outmaneuver	v	0.1818181818181818	2-split	2.79	1.97	['ch', '##lor', '##of', '##or', '##m']	['out', '##man', '##eu', '##ver']	2-split	['▁', 'chloro', 'form']	['▁out', 'man', 'eu', 'ver']	2-split	['ch', '##lor', '##of', '##or', '##m']	['out', '##man', '##eu', '##ver']	0-split
disseminate	v	reprehend	v	0.1333333333333333	2-split	3.03	1.11	['di', '##sse', '##minate']	['rep', '##re', '##hend']	1-split	['▁disseminate']	['▁rep', 're', 'hen', 'd']	2-split	['di', '##sse', '##minate']	['rep', '##re', '##hend']	0-split
embroil	v	troubleshoot	v	0.1538461538461538	2-split	1.72	2.55	['em', '##bro', '##il']	['troubles', '##hoot']	2-split	['▁em', 'bro', 'il']	['▁trouble', 'shoot']	2-split	['em', '##bro', '##il']	['troubles', '##hoot']	0-split
misquote	v	rollick	v	0.1538461538461538	2-split	2.02	0.0	['mis', '##qu', '##ote']	['roll', '##ick']	2-split	['▁mis', 'quote']	['▁roll', 'ick']	2-split	['mis', '##qu', '##ote']	['roll', '##ick']	0-split
overemphasise	v	vilify	v	0.1176470588235294	2-split	0.0	2.44	['over', '##em', '##pha', '##sis', '##e']	['vi', '##li', '##fy']	2-split	['▁over', 'emp', 'has', 'ise']	['▁', 'vil', 'ify']	2-split	['over', '##em', '##pha', '##sis', '##e']	['vi', '##li', '##fy']	0-split
notarize	v	vinify	v	0.1538461538461538	2-split	1.49	0.0	['not', '##ari', '##ze']	['vin', '##ify']	2-split	['▁not', 'ar', 'ize']	['▁', 'vin', 'ify']	2-split	['not', '##ari', '##ze']	['vin', '##ify']	0-split
lionise	v	protract	v	0.1818181818181818	2-split	1.05	1.35	['lion', '##ise']	['pro', '##tra', '##ct']	2-split	['▁lion', 'ise']	['▁pro', 'tract']	2-split	['lion', '##ise']	['pro', '##tra', '##ct']	0-split
skive	v	spelunk	v	0.1818181818181818	2-split	1.64	0.0	['ski', '##ve']	['sp', '##el', '##unk']	2-split	['▁ski', 've']	['▁', 's', 'pe', 'lunk']	2-split	['ski', '##ve']	['sp', '##el', '##unk']	0-split
adulate	v	deconstruct	v	0.1333333333333333	2-split	0.0	2.53	['ad', '##ulate']	['deco', '##nst', '##ru', '##ct']	2-split	['▁a', 'd', 'ulate']	['▁de', 'con', 'struct']	2-split	['ad', '##ulate']	['deco', '##nst', '##ru', '##ct']	0-split
countermand	v	lactate	v	0.1666666666666666	2-split	1.8	2.72	['counter', '##man', '##d']	['lac', '##tate']	2-split	['▁counter', 'man', 'd']	['▁', 'lac', 't', 'ate']	2-split	['counter', '##man', '##d']	['lac', '##tate']	0-split
pickle	v	recalculate	v	0.1818181818181818	2-split	3.39	2.16	['pick', '##le']	['rec', '##al', '##cula', '##te']	2-split	['▁pick', 'le']	['▁', 're', 'calculate']	2-split	['pick', '##le']	['rec', '##al', '##cula', '##te']	0-split
archaize	v	rumpus	v	0.125	2-split	0.0	2.32	['arch', '##ai', '##ze']	['rum', '##pus']	2-split	['▁arch', 'a', 'ize']	['▁', 'rump', 'us']	2-split	['arch', '##ai', '##ze']	['rum', '##pus']	1-split
overspread	v	seaplane	v	0.1818181818181818	2-split	1.51	2.54	['overs', '##pre', '##ad']	['sea', '##plane']	2-split	['▁over', 'spread']	['▁sea', 'plane']	2-split	['overs', '##pre', '##ad']	['sea', '##plane']	0-split
altercate	v	enplane	v	0.1538461538461538	2-split	0.0	0.0	['alter', '##cate']	['en', '##plane']	2-split	['▁alter', 'cate']	['▁', 'en', 'plane']	2-split	['alter', '##cate']	['en', '##plane']	0-split
