	strategy	split-type	layer	model	accuracy	goldtrue_predicttrue	goldtrue_predictfalse	goldfalse_predicttrue	goldfalse_predictfalse
115	average	ALL	8	google#electra-base-discriminator	0.6920540718760303	2076	957	911	2122
116	average	SAME	8	google#electra-base-discriminator	0.7028183190739808	1544	511	670	1249
117	average	DIFF	8	google#electra-base-discriminator	0.6716061185468452	532	446	241	873
118	average	1-split-SAME	8	google#electra-base-discriminator		[]	[]	[]	[]
119	average	1-split-DIFF	8	google#electra-base-discriminator	0.5641025641025641	34	38	13	32
120	average	2-split-SAME	8	google#electra-base-discriminator	0.7700729927007299	203	12	51	8
121	average	2-split-DIFF	8	google#electra-base-discriminator	0.5760869565217391	43	11	28	10
122	average	0-split-dev-SAME	8	google#electra-base-discriminator	0.6923076923076923	120	33	63	96
123	average	0-split-dev-DIFF	8	google#electra-base-discriminator	0.6946107784431138	49	26	25	67
124	average	1-split-bal	8	google#electra-base-discriminator	0.5666666666666667	19	26	13	32
125	average	2-split-bal	8	google#electra-base-discriminator	0.5257731958762887	84	13	79	18
126	average	0-split-dev	9	google#electra-base-discriminator	0.6931106471816284	168	60	87	164
127	average	1-split-all	9	google#electra-base-discriminator	0.5726495726495726	35	37	13	32
128	average	2-split-all	9	google#electra-base-discriminator	0.7240437158469946	246	23	78	19
129	average	ALL	9	google#electra-base-discriminator	0.6907352456313881	2054	979	897	2136
130	average	SAME	9	google#electra-base-discriminator	0.7000503271263211	1532	523	669	1250
131	average	DIFF	9	google#electra-base-discriminator	0.6730401529636711	522	456	228	886
132	average	1-split-SAME	9	google#electra-base-discriminator		[]	[]	[]	[]
133	average	1-split-DIFF	9	google#electra-base-discriminator	0.5726495726495726	35	37	13	32
134	average	2-split-SAME	9	google#electra-base-discriminator	0.7737226277372263	203	12	50	9
135	average	2-split-DIFF	9	google#electra-base-discriminator	0.5760869565217391	43	11	28	10
136	average	0-split-dev-SAME	9	google#electra-base-discriminator	0.6923076923076923	121	32	64	95
137	average	0-split-dev-DIFF	9	google#electra-base-discriminator	0.6946107784431138	47	28	23	69
138	average	1-split-bal	9	google#electra-base-discriminator	0.5888888888888889	21	24	13	32
139	average	2-split-bal	9	google#electra-base-discriminator	0.5309278350515464	84	13	78	19
140	average	0-split-dev	10	google#electra-base-discriminator	0.6889352818371608	169	59	90	161
141	average	1-split-all	10	google#electra-base-discriminator	0.6239316239316239	40	32	12	33
142	average	2-split-all	10	google#electra-base-discriminator	0.7158469945355191	244	25	79	18
143	average	ALL	10	google#electra-base-discriminator	0.6833168480052753	2030	1003	918	2115
144	average	SAME	10	google#electra-base-discriminator	0.6914947156517363	1503	552	674	1245
145	average	DIFF	10	google#electra-base-discriminator	0.6677820267686424	527	451	244	870
146	average	1-split-SAME	10	google#electra-base-discriminator		[]	[]	[]	[]
147	average	1-split-DIFF	10	google#electra-base-discriminator	0.6239316239316239	40	32	12	33
148	average	2-split-SAME	10	google#electra-base-discriminator	0.7664233576642335	200	15	49	10
149	average	2-split-DIFF	10	google#electra-base-discriminator	0.5652173913043478	44	10	30	8
150	average	0-split-dev-SAME	10	google#electra-base-discriminator	0.6826923076923077	118	35	64	95
151	average	0-split-dev-DIFF	10	google#electra-base-discriminator	0.7005988023952096	51	24	26	66
152	average	1-split-bal	10	google#electra-base-discriminator	0.6222222222222222	23	22	12	33
153	average	2-split-bal	10	google#electra-base-discriminator	0.5309278350515464	85	12	79	18
154	average	0-split-dev	11	google#electra-base-discriminator	0.6722338204592901	163	65	92	159
155	average	1-split-all	11	google#electra-base-discriminator	0.5384615384615384	27	45	9	36
156	average	2-split-all	11	google#electra-base-discriminator	0.7158469945355191	246	23	81	16
157	average	ALL	11	google#electra-base-discriminator	0.6763930102209034	1995	1038	925	2108
158	average	SAME	11	google#electra-base-discriminator	0.6854554604932058	1483	572	678	1241
159	average	DIFF	11	google#electra-base-discriminator	0.6591778202676865	512	466	247	867
160	average	1-split-SAME	11	google#electra-base-discriminator		[]	[]	[]	[]
161	average	1-split-DIFF	11	google#electra-base-discriminator	0.5384615384615384	27	45	9	36
162	average	2-split-SAME	11	google#electra-base-discriminator	0.7700729927007299	202	13	50	9
163	average	2-split-DIFF	11	google#electra-base-discriminator	0.5543478260869565	44	10	31	7
164	average	0-split-dev-SAME	11	google#electra-base-discriminator	0.6698717948717948	115	38	65	94
165	average	0-split-dev-DIFF	11	google#electra-base-discriminator	0.6766467065868264	48	27	27	65
166	average	1-split-bal	11	google#electra-base-discriminator	0.5777777777777777	16	29	9	36
167	average	2-split-bal	11	google#electra-base-discriminator	0.520618556701031	85	12	81	16
168	average	0-split-dev	12	google#electra-base-discriminator	0.605427974947808	153	75	114	137
169	average	1-split-all	12	google#electra-base-discriminator	0.4358974358974359	10	62	4	41
170	average	2-split-all	12	google#electra-base-discriminator	0.73224043715847	248	21	77	20
171	average	ALL	12	google#electra-base-discriminator	0.637817342565117	1968	1065	1132	1901
172	average	SAME	12	google#electra-base-discriminator	0.6547559134373427	1439	616	756	1163
173	average	DIFF	12	google#electra-base-discriminator	0.6056405353728489	529	449	376	738
174	average	1-split-SAME	12	google#electra-base-discriminator		[]	[]	[]	[]
175	average	1-split-DIFF	12	google#electra-base-discriminator	0.4358974358974359	10	62	4	41
176	average	2-split-SAME	12	google#electra-base-discriminator	0.7664233576642335	201	14	50	9
177	average	2-split-DIFF	12	google#electra-base-discriminator	0.6304347826086957	47	7	27	11
178	average	0-split-dev-SAME	12	google#electra-base-discriminator	0.6025641025641025	104	49	75	84
179	average	0-split-dev-DIFF	12	google#electra-base-discriminator	0.6107784431137725	49	26	39	53
180	average	1-split-bal	12	google#electra-base-discriminator	0.5222222222222223	6	39	4	41
181	average	2-split-bal	12	google#electra-base-discriminator	0.5567010309278351	88	9	77	20
182	longest	0-split-dev	0	google#electra-base-discriminator	0.5762004175365344	80	148	55	196
183	longest	1-split-all	0	google#electra-base-discriminator	0.47863247863247865	20	52	9	36
184	longest	2-split-all	0	google#electra-base-discriminator	0.5027322404371585	112	157	25	72
185	longest	ALL	0	google#electra-base-discriminator	0.541872733267392	946	2087	692	2341
186	longest	SAME	0	google#electra-base-discriminator	0.5422747861097131	917	1138	681	1238
187	longest	DIFF	0	google#electra-base-discriminator	0.5411089866156787	29	949	11	1103
188	longest	1-split-SAME	0	google#electra-base-discriminator		[]	[]	[]	[]
189	longest	1-split-DIFF	0	google#electra-base-discriminator	0.47863247863247865	20	52	9	36
190	longest	2-split-SAME	0	google#electra-base-discriminator	0.5072992700729927	103	112	23	36
191	longest	2-split-DIFF	0	google#electra-base-discriminator	0.4891304347826087	9	45	2	36
192	longest	0-split-dev-SAME	0	google#electra-base-discriminator	0.5897435897435898	80	73	55	104
193	longest	0-split-dev-DIFF	0	google#electra-base-discriminator	0.5508982035928144	0	75	0	92
194	longest	1-split-bal	0	google#electra-base-discriminator	0.5222222222222223	11	34	9	36
195	longest	2-split-bal	0	google#electra-base-discriminator	0.5773195876288659	40	57	25	72
196	longest	0-split-dev	1	google#electra-base-discriminator	0.5469728601252609	116	112	105	146
197	longest	1-split-all	1	google#electra-base-discriminator	0.5555555555555556	34	38	14	31
198	longest	2-split-all	1	google#electra-base-discriminator	0.7049180327868853	229	40	68	29
199	longest	ALL	1	google#electra-base-discriminator	0.5715463237718431	1688	1345	1254	1779
200	longest	SAME	1	google#electra-base-discriminator	0.5848012078510317	1634	421	1229	690
201	longest	DIFF	1	google#electra-base-discriminator	0.5463671128107075	54	924	25	1089
202	longest	1-split-SAME	1	google#electra-base-discriminator		[]	[]	[]	[]
203	longest	1-split-DIFF	1	google#electra-base-discriminator	0.5555555555555556	34	38	14	31
204	longest	2-split-SAME	1	google#electra-base-discriminator	0.7737226277372263	211	4	58	1
205	longest	2-split-DIFF	1	google#electra-base-discriminator	0.5	18	36	10	28
206	longest	0-split-dev-SAME	1	google#electra-base-discriminator	0.5448717948717948	116	37	105	54
207	longest	0-split-dev-DIFF	1	google#electra-base-discriminator	0.5508982035928144	0	75	0	92
208	longest	1-split-bal	1	google#electra-base-discriminator	0.5777777777777777	21	24	14	31
209	longest	2-split-bal	1	google#electra-base-discriminator	0.5824742268041238	84	13	68	29
210	longest	0-split-dev	2	google#electra-base-discriminator	0.5887265135699373	139	89	108	143
211	longest	1-split-all	2	google#electra-base-discriminator	0.5555555555555556	40	32	20	25
212	longest	2-split-all	2	google#electra-base-discriminator	0.7213114754098361	233	36	66	31
213	longest	ALL	2	google#electra-base-discriminator	0.6242993735575338	1877	1156	1123	1910
214	longest	SAME	2	google#electra-base-discriminator	0.6424257674886764	1675	380	1041	878
215	longest	DIFF	2	google#electra-base-discriminator	0.5898661567877629	202	776	82	1032
216	longest	1-split-SAME	2	google#electra-base-discriminator		[]	[]	[]	[]
217	longest	1-split-DIFF	2	google#electra-base-discriminator	0.5555555555555556	40	32	20	25
218	longest	2-split-SAME	2	google#electra-base-discriminator	0.7956204379562044	214	1	55	4
219	longest	2-split-DIFF	2	google#electra-base-discriminator	0.5	19	35	11	27
220	longest	0-split-dev-SAME	2	google#electra-base-discriminator	0.5897435897435898	129	24	104	55
221	longest	0-split-dev-DIFF	2	google#electra-base-discriminator	0.5868263473053892	10	65	4	88
222	longest	1-split-bal	2	google#electra-base-discriminator	0.5333333333333333	23	22	20	25
223	longest	2-split-bal	2	google#electra-base-discriminator	0.5979381443298969	85	12	66	31
224	longest	0-split-dev	3	google#electra-base-discriminator	0.6346555323590815	152	76	99	152
225	longest	1-split-all	3	google#electra-base-discriminator	0.5470085470085471	40	32	21	24
226	longest	2-split-all	3	google#electra-base-discriminator	0.726775956284153	232	37	63	34
227	longest	ALL	3	google#electra-base-discriminator	0.6683151994724695	2037	996	1016	2017
228	longest	SAME	3	google#electra-base-discriminator	0.6753900352289884	1656	399	891	1028
229	longest	DIFF	3	google#electra-base-discriminator	0.6548757170172084	381	597	125	989
230	longest	1-split-SAME	3	google#electra-base-discriminator		[]	[]	[]	[]
231	longest	1-split-DIFF	3	google#electra-base-discriminator	0.5470085470085471	40	32	21	24
232	longest	2-split-SAME	3	google#electra-base-discriminator	0.7846715328467153	208	7	52	7
233	longest	2-split-DIFF	3	google#electra-base-discriminator	0.5543478260869565	24	30	11	27
234	longest	0-split-dev-SAME	3	google#electra-base-discriminator	0.6185897435897436	127	26	93	66
235	longest	0-split-dev-DIFF	3	google#electra-base-discriminator	0.6646706586826348	25	50	6	86
236	longest	1-split-bal	3	google#electra-base-discriminator	0.5222222222222223	23	22	21	24
237	longest	2-split-bal	3	google#electra-base-discriminator	0.5979381443298969	82	15	63	34
238	longest	0-split-dev	4	google#electra-base-discriminator	0.7098121085594989	175	53	86	165
239	longest	1-split-all	4	google#electra-base-discriminator	0.5470085470085471	37	35	18	27
240	longest	2-split-all	4	google#electra-base-discriminator	0.7185792349726776	231	38	65	32
241	longest	ALL	4	google#electra-base-discriminator	0.6869436201780416	2118	915	984	2049
242	longest	SAME	4	google#electra-base-discriminator	0.6899849018621037	1644	411	821	1098
243	longest	DIFF	4	google#electra-base-discriminator	0.6811663479923518	474	504	163	951
244	longest	1-split-SAME	4	google#electra-base-discriminator		[]	[]	[]	[]
245	longest	1-split-DIFF	4	google#electra-base-discriminator	0.5470085470085471	37	35	18	27
246	longest	2-split-SAME	4	google#electra-base-discriminator	0.7700729927007299	205	10	53	6
247	longest	2-split-DIFF	4	google#electra-base-discriminator	0.5652173913043478	26	28	12	26
248	longest	0-split-dev-SAME	4	google#electra-base-discriminator	0.6762820512820513	128	25	76	83
249	longest	0-split-dev-DIFF	4	google#electra-base-discriminator	0.7724550898203593	47	28	10	82
250	longest	1-split-bal	4	google#electra-base-discriminator	0.5222222222222223	20	25	18	27
251	longest	2-split-bal	4	google#electra-base-discriminator	0.5824742268041238	81	16	65	32
252	longest	0-split-dev	5	google#electra-base-discriminator	0.7014613778705637	177	51	92	159
253	longest	1-split-all	5	google#electra-base-discriminator	0.5470085470085471	39	33	20	25
254	longest	2-split-all	5	google#electra-base-discriminator	0.7349726775956285	239	30	67	30
255	longest	ALL	5	google#electra-base-discriminator	0.7091988130563798	2178	855	909	2124
256	longest	SAME	5	google#electra-base-discriminator	0.7128837443381983	1644	411	730	1189
257	longest	DIFF	5	google#electra-base-discriminator	0.7021988527724665	534	444	179	935
258	longest	1-split-SAME	5	google#electra-base-discriminator		[]	[]	[]	[]
259	longest	1-split-DIFF	5	google#electra-base-discriminator	0.5470085470085471	39	33	20	25
260	longest	2-split-SAME	5	google#electra-base-discriminator	0.7846715328467153	208	7	52	7
261	longest	2-split-DIFF	5	google#electra-base-discriminator	0.5869565217391305	31	23	15	23
262	longest	0-split-dev-SAME	5	google#electra-base-discriminator	0.6955128205128205	129	24	71	88
263	longest	0-split-dev-DIFF	5	google#electra-base-discriminator	0.7125748502994012	48	27	21	71
264	longest	1-split-bal	5	google#electra-base-discriminator	0.5222222222222223	22	23	20	25
265	longest	2-split-bal	5	google#electra-base-discriminator	0.5979381443298969	86	11	67	30
266	longest	0-split-dev	6	google#electra-base-discriminator	0.6993736951983298	172	56	88	163
267	longest	1-split-all	6	google#electra-base-discriminator	0.5470085470085471	36	36	17	28
268	longest	2-split-all	6	google#electra-base-discriminator	0.7349726775956285	240	29	68	29
269	longest	ALL	6	google#electra-base-discriminator	0.7095285196175404	2172	861	901	2132
270	longest	SAME	6	google#electra-base-discriminator	0.7148968293910418	1614	441	692	1227
271	longest	DIFF	6	google#electra-base-discriminator	0.6993307839388145	558	420	209	905
272	longest	1-split-SAME	6	google#electra-base-discriminator		[]	[]	[]	[]
273	longest	1-split-DIFF	6	google#electra-base-discriminator	0.5470085470085471	36	36	17	28
274	longest	2-split-SAME	6	google#electra-base-discriminator	0.7773722627737226	206	9	52	7
275	longest	2-split-DIFF	6	google#electra-base-discriminator	0.6086956521739131	34	20	16	22
276	longest	0-split-dev-SAME	6	google#electra-base-discriminator	0.6955128205128205	123	30	65	94
277	longest	0-split-dev-DIFF	6	google#electra-base-discriminator	0.7065868263473054	49	26	23	69
278	longest	1-split-bal	6	google#electra-base-discriminator	0.5333333333333333	20	25	17	28
279	longest	2-split-bal	6	google#electra-base-discriminator	0.5824742268041238	84	13	68	29
280	longest	0-split-dev	7	google#electra-base-discriminator	0.7056367432150313	173	55	86	165
281	longest	1-split-all	7	google#electra-base-discriminator	0.5384615384615384	35	37	17	28
282	longest	2-split-all	7	google#electra-base-discriminator	0.7486338797814208	245	24	68	29
283	longest	ALL	7	google#electra-base-discriminator	0.7034289482360699	2118	915	884	2149
284	longest	SAME	7	google#electra-base-discriminator	0.7091092098641167	1578	477	679	1240
285	longest	DIFF	7	google#electra-base-discriminator	0.6926386233269598	540	438	205	909
286	longest	1-split-SAME	7	google#electra-base-discriminator		[]	[]	[]	[]
287	longest	1-split-DIFF	7	google#electra-base-discriminator	0.5384615384615384	35	37	17	28
288	longest	2-split-SAME	7	google#electra-base-discriminator	0.791970802919708	209	6	51	8
289	longest	2-split-DIFF	7	google#electra-base-discriminator	0.6195652173913043	36	18	17	21
290	longest	0-split-dev-SAME	7	google#electra-base-discriminator	0.7051282051282052	125	28	64	95
291	longest	0-split-dev-DIFF	7	google#electra-base-discriminator	0.7065868263473054	48	27	22	70
292	longest	1-split-bal	7	google#electra-base-discriminator	0.5444444444444444	21	24	17	28
293	longest	2-split-bal	7	google#electra-base-discriminator	0.5876288659793815	85	12	68	29
294	longest	0-split-dev	8	google#electra-base-discriminator	0.6931106471816284	169	59	88	163
295	longest	1-split-all	8	google#electra-base-discriminator	0.5384615384615384	36	36	18	27
296	longest	2-split-all	8	google#electra-base-discriminator	0.7431693989071039	237	32	62	35
297	longest	ALL	8	google#electra-base-discriminator	0.6928783382789317	2069	964	899	2134
298	longest	SAME	8	google#electra-base-discriminator	0.7035732259687972	1543	512	666	1253
299	longest	DIFF	8	google#electra-base-discriminator	0.6725621414913958	526	452	233	881
300	longest	1-split-SAME	8	google#electra-base-discriminator		[]	[]	[]	[]
301	longest	1-split-DIFF	8	google#electra-base-discriminator	0.5384615384615384	36	36	18	27
302	longest	2-split-SAME	8	google#electra-base-discriminator	0.781021897810219	202	13	47	12
303	longest	2-split-DIFF	8	google#electra-base-discriminator	0.6304347826086957	35	19	15	23
304	longest	0-split-dev-SAME	8	google#electra-base-discriminator	0.6923076923076923	120	33	63	96
305	longest	0-split-dev-DIFF	8	google#electra-base-discriminator	0.6946107784431138	49	26	25	67
306	longest	1-split-bal	8	google#electra-base-discriminator	0.5333333333333333	21	24	18	27
307	longest	2-split-bal	8	google#electra-base-discriminator	0.5979381443298969	81	16	62	35
308	longest	0-split-dev	9	google#electra-base-discriminator	0.6931106471816284	168	60	87	164
309	longest	1-split-all	9	google#electra-base-discriminator	0.5641025641025641	38	34	17	28
310	longest	2-split-all	9	google#electra-base-discriminator	0.7349726775956285	234	35	62	35
311	longest	ALL	9	google#electra-base-discriminator	0.691229805473129	2045	988	885	2148
312	longest	SAME	9	google#electra-base-discriminator	0.7003019627579266	1530	525	666	1253
313	longest	DIFF	9	google#electra-base-discriminator	0.6739961759082218	515	463	219	895
314	longest	1-split-SAME	9	google#electra-base-discriminator		[]	[]	[]	[]
315	longest	1-split-DIFF	9	google#electra-base-discriminator	0.5641025641025641	38	34	17	28
316	longest	2-split-SAME	9	google#electra-base-discriminator	0.7773722627737226	201	14	47	12
317	longest	2-split-DIFF	9	google#electra-base-discriminator	0.6086956521739131	33	21	15	23
318	longest	0-split-dev-SAME	9	google#electra-base-discriminator	0.6923076923076923	121	32	64	95
319	longest	0-split-dev-DIFF	9	google#electra-base-discriminator	0.6946107784431138	47	28	23	69
320	longest	1-split-bal	9	google#electra-base-discriminator	0.5555555555555556	22	23	17	28
321	longest	2-split-bal	9	google#electra-base-discriminator	0.5979381443298969	81	16	62	35
322	longest	0-split-dev	10	google#electra-base-discriminator	0.6889352818371608	169	59	90	161
323	longest	1-split-all	10	google#electra-base-discriminator	0.5726495726495726	38	34	16	29
324	longest	2-split-all	10	google#electra-base-discriminator	0.7295081967213115	231	38	61	36
