	strategy	split-type	layer	model	accuracy	goldtrue_predicttrue	goldtrue_predictfalse	goldfalse_predicttrue	goldfalse_predictfalse
83	average	2-split-bal	5	lemma-google#electra-base-discriminator	0.5257731958762887	95	2	90	7
84	average	0-split-dev	6	lemma-google#electra-base-discriminator	0.6931106471816284	172	56	91	160
85	average	1-split-all	6	lemma-google#electra-base-discriminator	0.6239316239316239	57	15	29	16
86	average	2-split-all	6	lemma-google#electra-base-discriminator	0.7431693989071039	265	4	90	7
87	average	ALL	6	lemma-google#electra-base-discriminator	0.7087042532146389	2228	805	962	2071
88	average	SAME	6	lemma-google#electra-base-discriminator	0.7151484650226472	1560	495	637	1282
89	average	DIFF	6	lemma-google#electra-base-discriminator	0.6964627151051626	668	310	325	789
90	average	1-split-SAME	6	lemma-google#electra-base-discriminator		[]	[]	[]	[]
91	average	1-split-DIFF	6	lemma-google#electra-base-discriminator	0.6239316239316239	57	15	29	16
92	average	2-split-SAME	6	lemma-google#electra-base-discriminator	0.7956204379562044	212	3	53	6
93	average	2-split-DIFF	6	lemma-google#electra-base-discriminator	0.5869565217391305	53	1	37	1
94	average	0-split-dev-SAME	6	lemma-google#electra-base-discriminator	0.7051282051282052	120	33	59	100
95	average	0-split-dev-DIFF	6	lemma-google#electra-base-discriminator	0.6706586826347305	52	23	32	60
96	average	1-split-bal	6	lemma-google#electra-base-discriminator	0.5555555555555556	34	11	29	16
97	average	2-split-bal	6	lemma-google#electra-base-discriminator	0.520618556701031	94	3	90	7
98	average	0-split-dev	7	lemma-google#electra-base-discriminator	0.6951983298538622	174	54	92	159
99	average	1-split-all	7	lemma-google#electra-base-discriminator	0.6324786324786325	57	15	28	17
100	average	2-split-all	7	lemma-google#electra-base-discriminator	0.7568306010928961	265	4	85	12
101	average	ALL	7	lemma-google#electra-base-discriminator	0.7047477744807121	2173	860	931	2102
102	average	SAME	7	lemma-google#electra-base-discriminator	0.712128837443382	1546	509	635	1284
103	average	DIFF	7	lemma-google#electra-base-discriminator	0.6907265774378585	627	351	296	818
104	average	1-split-SAME	7	lemma-google#electra-base-discriminator		[]	[]	[]	[]
105	average	1-split-DIFF	7	lemma-google#electra-base-discriminator	0.6324786324786325	57	15	28	17
106	average	2-split-SAME	7	lemma-google#electra-base-discriminator	0.7992700729927007	212	3	52	7
107	average	2-split-DIFF	7	lemma-google#electra-base-discriminator	0.6304347826086957	53	1	33	5
108	average	0-split-dev-SAME	7	lemma-google#electra-base-discriminator	0.7051282051282052	122	31	61	98
109	average	0-split-dev-DIFF	7	lemma-google#electra-base-discriminator	0.6766467065868264	52	23	31	61
110	average	1-split-bal	7	lemma-google#electra-base-discriminator	0.5777777777777777	35	10	28	17
111	average	2-split-bal	7	lemma-google#electra-base-discriminator	0.5463917525773195	94	3	85	12
112	average	0-split-dev	8	lemma-google#electra-base-discriminator	0.6910229645093946	170	58	90	161
113	average	1-split-all	8	lemma-google#electra-base-discriminator	0.6410256410256411	54	18	24	21
114	average	2-split-all	8	lemma-google#electra-base-discriminator	0.7349726775956285	248	21	76	21
115	average	ALL	8	lemma-google#electra-base-discriminator	0.6887570062644247	2083	950	938	2095
116	average	SAME	8	lemma-google#electra-base-discriminator	0.7020634121791646	1527	528	656	1263
117	average	DIFF	8	lemma-google#electra-base-discriminator	0.6634799235181644	556	422	282	832
118	average	1-split-SAME	8	lemma-google#electra-base-discriminator		[]	[]	[]	[]
119	average	1-split-DIFF	8	lemma-google#electra-base-discriminator	0.6410256410256411	54	18	24	21
120	average	2-split-SAME	8	lemma-google#electra-base-discriminator	0.7773722627737226	203	12	49	10
121	average	2-split-DIFF	8	lemma-google#electra-base-discriminator	0.6086956521739131	45	9	27	11
122	average	0-split-dev-SAME	8	lemma-google#electra-base-discriminator	0.6923076923076923	119	34	62	97
123	average	0-split-dev-DIFF	8	lemma-google#electra-base-discriminator	0.688622754491018	51	24	28	64
124	average	1-split-bal	8	lemma-google#electra-base-discriminator	0.6111111111111112	34	11	24	21
125	average	2-split-bal	8	lemma-google#electra-base-discriminator	0.5515463917525774	86	11	76	21
126	average	0-split-dev	9	lemma-google#electra-base-discriminator	0.6826722338204593	167	61	91	160
127	average	1-split-all	9	lemma-google#electra-base-discriminator	0.6068376068376068	51	21	25	20
128	average	2-split-all	9	lemma-google#electra-base-discriminator	0.7213114754098361	245	24	78	19
129	average	ALL	9	lemma-google#electra-base-discriminator	0.6821628750412133	2039	994	934	2099
130	average	SAME	9	lemma-google#electra-base-discriminator	0.7005535983895319	1527	528	662	1257
131	average	DIFF	9	lemma-google#electra-base-discriminator	0.6472275334608031	512	466	272	842
132	average	1-split-SAME	9	lemma-google#electra-base-discriminator		[]	[]	[]	[]
133	average	1-split-DIFF	9	lemma-google#electra-base-discriminator	0.6068376068376068	51	21	25	20
134	average	2-split-SAME	9	lemma-google#electra-base-discriminator	0.7737226277372263	203	12	50	9
135	average	2-split-DIFF	9	lemma-google#electra-base-discriminator	0.5652173913043478	42	12	28	10
136	average	0-split-dev-SAME	9	lemma-google#electra-base-discriminator	0.6955128205128205	121	32	63	96
137	average	0-split-dev-DIFF	9	lemma-google#electra-base-discriminator	0.6586826347305389	46	29	28	64
138	average	1-split-bal	9	lemma-google#electra-base-discriminator	0.5888888888888889	33	12	25	20
139	average	2-split-bal	9	lemma-google#electra-base-discriminator	0.5309278350515464	84	13	78	19
140	average	0-split-dev	10	lemma-google#electra-base-discriminator	0.6659707724425887	160	68	92	159
141	average	1-split-all	10	lemma-google#electra-base-discriminator	0.6153846153846154	47	25	20	25
142	average	2-split-all	10	lemma-google#electra-base-discriminator	0.7076502732240437	241	28	79	18
143	average	ALL	10	lemma-google#electra-base-discriminator	0.6704582921200132	1976	1057	942	2091
144	average	SAME	10	lemma-google#electra-base-discriminator	0.6897332662304982	1529	526	707	1212
145	average	DIFF	10	lemma-google#electra-base-discriminator	0.6338432122370937	447	531	235	879
146	average	1-split-SAME	10	lemma-google#electra-base-discriminator		[]	[]	[]	[]
147	average	1-split-DIFF	10	lemma-google#electra-base-discriminator	0.6153846153846154	47	25	20	25
148	average	2-split-SAME	10	lemma-google#electra-base-discriminator	0.7591240875912408	200	15	51	8
149	average	2-split-DIFF	10	lemma-google#electra-base-discriminator	0.5543478260869565	41	13	28	10
150	average	0-split-dev-SAME	10	lemma-google#electra-base-discriminator	0.6923076923076923	121	32	64	95
151	average	0-split-dev-DIFF	10	lemma-google#electra-base-discriminator	0.6167664670658682	39	36	28	64
152	average	1-split-bal	10	lemma-google#electra-base-discriminator	0.6333333333333333	32	13	20	25
153	average	2-split-bal	10	lemma-google#electra-base-discriminator	0.520618556701031	83	14	79	18
154	average	0-split-dev	11	lemma-google#electra-base-discriminator	0.6492693110647182	147	81	87	164
155	average	1-split-all	11	lemma-google#electra-base-discriminator	0.6068376068376068	41	31	15	30
156	average	2-split-all	11	lemma-google#electra-base-discriminator	0.7158469945355191	246	23	81	16
157	average	ALL	11	lemma-google#electra-base-discriminator	0.658753709198813	1899	1134	936	2097
158	average	SAME	11	lemma-google#electra-base-discriminator	0.6814292903875189	1554	501	765	1154
159	average	DIFF	11	lemma-google#electra-base-discriminator	0.615678776290631	345	633	171	943
160	average	1-split-SAME	11	lemma-google#electra-base-discriminator		[]	[]	[]	[]
161	average	1-split-DIFF	11	lemma-google#electra-base-discriminator	0.6068376068376068	41	31	15	30
162	average	2-split-SAME	11	lemma-google#electra-base-discriminator	0.7737226277372263	205	10	52	7
163	average	2-split-DIFF	11	lemma-google#electra-base-discriminator	0.5434782608695652	41	13	29	9
164	average	0-split-dev-SAME	11	lemma-google#electra-base-discriminator	0.6538461538461539	119	34	74	85
165	average	0-split-dev-DIFF	11	lemma-google#electra-base-discriminator	0.6407185628742516	28	47	13	79
166	average	1-split-bal	11	lemma-google#electra-base-discriminator	0.6222222222222222	26	19	15	30
167	average	2-split-bal	11	lemma-google#electra-base-discriminator	0.5154639175257731	84	13	81	16
168	average	0-split-dev	12	lemma-google#electra-base-discriminator	0.592901878914405	148	80	115	136
169	average	1-split-all	12	lemma-google#electra-base-discriminator	0.49572649572649574	25	47	12	33
170	average	2-split-all	12	lemma-google#electra-base-discriminator	0.7103825136612022	244	25	81	16
171	average	ALL	12	lemma-google#electra-base-discriminator	0.6117705242334323	1889	1144	1211	1822
172	average	SAME	12	lemma-google#electra-base-discriminator	0.6298439859084046	1629	426	1045	874
173	average	DIFF	12	lemma-google#electra-base-discriminator	0.5774378585086042	260	718	166	948
174	average	1-split-SAME	12	lemma-google#electra-base-discriminator		[]	[]	[]	[]
175	average	1-split-DIFF	12	lemma-google#electra-base-discriminator	0.49572649572649574	25	47	12	33
176	average	2-split-SAME	12	lemma-google#electra-base-discriminator	0.7700729927007299	208	7	56	3
177	average	2-split-DIFF	12	lemma-google#electra-base-discriminator	0.532608695652174	36	18	25	13
178	average	0-split-dev-SAME	12	lemma-google#electra-base-discriminator	0.5961538461538461	126	27	99	60
179	average	0-split-dev-DIFF	12	lemma-google#electra-base-discriminator	0.5868263473053892	22	53	16	76
180	average	1-split-bal	12	lemma-google#electra-base-discriminator	0.5333333333333333	15	30	12	33
181	average	2-split-bal	12	lemma-google#electra-base-discriminator	0.5360824742268041	88	9	81	16
182	longest	0-split-dev	0	lemma-google#electra-base-discriminator	0.5594989561586639	52	176	35	216
183	longest	1-split-all	0	lemma-google#electra-base-discriminator	0.4017094017094017	9	63	7	38
184	longest	2-split-all	0	lemma-google#electra-base-discriminator	0.40710382513661203	74	195	22	75
185	longest	ALL	0	lemma-google#electra-base-discriminator	0.5344543356412793	698	2335	489	2544
186	longest	SAME	0	lemma-google#electra-base-discriminator	0.5294413688978359	552	1503	367	1552
187	longest	DIFF	0	lemma-google#electra-base-discriminator	0.5439770554493308	146	832	122	992
188	longest	1-split-SAME	0	lemma-google#electra-base-discriminator		[]	[]	[]	[]
189	longest	1-split-DIFF	0	lemma-google#electra-base-discriminator	0.4017094017094017	9	63	7	38
190	longest	2-split-SAME	0	lemma-google#electra-base-discriminator	0.3905109489051095	65	150	17	42
191	longest	2-split-DIFF	0	lemma-google#electra-base-discriminator	0.45652173913043476	9	45	5	33
192	longest	0-split-dev-SAME	0	lemma-google#electra-base-discriminator	0.5480769230769231	36	117	24	135
193	longest	0-split-dev-DIFF	0	lemma-google#electra-base-discriminator	0.5808383233532934	16	59	11	81
194	longest	1-split-bal	0	lemma-google#electra-base-discriminator	0.4666666666666667	4	41	7	38
195	longest	2-split-bal	0	lemma-google#electra-base-discriminator	0.5154639175257731	25	72	22	75
196	longest	0-split-dev	1	lemma-google#electra-base-discriminator	0.592901878914405	123	105	90	161
197	longest	1-split-all	1	lemma-google#electra-base-discriminator	0.5470085470085471	41	31	22	23
198	longest	2-split-all	1	lemma-google#electra-base-discriminator	0.7076502732240437	247	22	85	12
199	longest	ALL	1	lemma-google#electra-base-discriminator	0.5997362347510715	1707	1326	1102	1931
200	longest	SAME	1	lemma-google#electra-base-discriminator	0.6082033215903372	1245	810	747	1172
201	longest	DIFF	1	lemma-google#electra-base-discriminator	0.5836520076481836	462	516	355	759
202	longest	1-split-SAME	1	lemma-google#electra-base-discriminator		[]	[]	[]	[]
203	longest	1-split-DIFF	1	lemma-google#electra-base-discriminator	0.5470085470085471	41	31	22	23
204	longest	2-split-SAME	1	lemma-google#electra-base-discriminator	0.7627737226277372	200	15	50	9
205	longest	2-split-DIFF	1	lemma-google#electra-base-discriminator	0.5434782608695652	47	7	35	3
206	longest	0-split-dev-SAME	1	lemma-google#electra-base-discriminator	0.5801282051282052	85	68	63	96
207	longest	0-split-dev-DIFF	1	lemma-google#electra-base-discriminator	0.6167664670658682	38	37	27	65
208	longest	1-split-bal	1	lemma-google#electra-base-discriminator	0.5333333333333333	25	20	22	23
209	longest	2-split-bal	1	lemma-google#electra-base-discriminator	0.5257731958762887	90	7	85	12
210	longest	0-split-dev	2	lemma-google#electra-base-discriminator	0.5866388308977035	154	74	124	127
211	longest	1-split-all	2	lemma-google#electra-base-discriminator	0.6153846153846154	57	15	30	15
212	longest	2-split-all	2	lemma-google#electra-base-discriminator	0.7349726775956285	261	8	89	8
213	longest	ALL	2	lemma-google#electra-base-discriminator	0.6510056050115397	2019	1014	1103	1930
214	longest	SAME	2	lemma-google#electra-base-discriminator	0.6585304479114242	1457	598	759	1160
215	longest	DIFF	2	lemma-google#electra-base-discriminator	0.6367112810707457	562	416	344	770
216	longest	1-split-SAME	2	lemma-google#electra-base-discriminator		[]	[]	[]	[]
217	longest	1-split-DIFF	2	lemma-google#electra-base-discriminator	0.6153846153846154	57	15	30	15
218	longest	2-split-SAME	2	lemma-google#electra-base-discriminator	0.7883211678832117	209	6	52	7
219	longest	2-split-DIFF	2	lemma-google#electra-base-discriminator	0.5760869565217391	52	2	37	1
220	longest	0-split-dev-SAME	2	lemma-google#electra-base-discriminator	0.5801282051282052	106	47	84	75
221	longest	0-split-dev-DIFF	2	lemma-google#electra-base-discriminator	0.5988023952095808	48	27	40	52
222	longest	1-split-bal	2	lemma-google#electra-base-discriminator	0.5333333333333333	33	12	30	15
223	longest	2-split-bal	2	lemma-google#electra-base-discriminator	0.5154639175257731	92	5	89	8
224	longest	0-split-dev	3	lemma-google#electra-base-discriminator	0.6659707724425887	168	60	100	151
225	longest	1-split-all	3	lemma-google#electra-base-discriminator	0.6239316239316239	61	11	33	12
226	longest	2-split-all	3	lemma-google#electra-base-discriminator	0.7240437158469946	257	12	89	8
227	longest	ALL	3	lemma-google#electra-base-discriminator	0.683151994724695	2158	875	1047	1986
228	longest	SAME	3	lemma-google#electra-base-discriminator	0.6844489179667841	1514	541	713	1206
229	longest	DIFF	3	lemma-google#electra-base-discriminator	0.6806883365200764	644	334	334	780
230	longest	1-split-SAME	3	lemma-google#electra-base-discriminator		[]	[]	[]	[]
231	longest	1-split-DIFF	3	lemma-google#electra-base-discriminator	0.6239316239316239	61	11	33	12
232	longest	2-split-SAME	3	lemma-google#electra-base-discriminator	0.7737226277372263	204	11	51	8
233	longest	2-split-DIFF	3	lemma-google#electra-base-discriminator	0.5760869565217391	53	1	38	0
234	longest	0-split-dev-SAME	3	lemma-google#electra-base-discriminator	0.6506410256410257	112	41	68	91
235	longest	0-split-dev-DIFF	3	lemma-google#electra-base-discriminator	0.6946107784431138	56	19	32	60
236	longest	1-split-bal	3	lemma-google#electra-base-discriminator	0.5444444444444444	37	8	33	12
237	longest	2-split-bal	3	lemma-google#electra-base-discriminator	0.5051546391752577	90	7	89	8
238	longest	0-split-dev	4	lemma-google#electra-base-discriminator	0.6868475991649269	172	56	94	157
239	longest	1-split-all	4	lemma-google#electra-base-discriminator	0.6410256410256411	59	13	29	16
240	longest	2-split-all	4	lemma-google#electra-base-discriminator	0.7185792349726776	252	17	86	11
241	longest	ALL	4	lemma-google#electra-base-discriminator	0.6910649521925486	2176	857	1017	2016
242	longest	SAME	4	lemma-google#electra-base-discriminator	0.6945143432310015	1528	527	687	1232
243	longest	DIFF	4	lemma-google#electra-base-discriminator	0.6845124282982792	648	330	330	784
244	longest	1-split-SAME	4	lemma-google#electra-base-discriminator		[]	[]	[]	[]
245	longest	1-split-DIFF	4	lemma-google#electra-base-discriminator	0.6410256410256411	59	13	29	16
246	longest	2-split-SAME	4	lemma-google#electra-base-discriminator	0.7591240875912408	201	14	52	7
247	longest	2-split-DIFF	4	lemma-google#electra-base-discriminator	0.5978260869565217	51	3	34	4
248	longest	0-split-dev-SAME	4	lemma-google#electra-base-discriminator	0.6794871794871795	116	37	63	96
249	longest	0-split-dev-DIFF	4	lemma-google#electra-base-discriminator	0.7005988023952096	56	19	31	61
250	longest	1-split-bal	4	lemma-google#electra-base-discriminator	0.5666666666666667	35	10	29	16
251	longest	2-split-bal	4	lemma-google#electra-base-discriminator	0.520618556701031	90	7	86	11
252	longest	0-split-dev	5	lemma-google#electra-base-discriminator	0.6931106471816284	177	51	96	155
253	longest	1-split-all	5	lemma-google#electra-base-discriminator	0.6324786324786325	59	13	30	15
254	longest	2-split-all	5	lemma-google#electra-base-discriminator	0.7431693989071039	260	9	85	12
255	longest	ALL	5	lemma-google#electra-base-discriminator	0.7179360369271348	2254	779	932	2101
256	longest	SAME	5	lemma-google#electra-base-discriminator	0.7201811776547559	1572	483	629	1290
257	longest	DIFF	5	lemma-google#electra-base-discriminator	0.7136711281070746	682	296	303	811
258	longest	1-split-SAME	5	lemma-google#electra-base-discriminator		[]	[]	[]	[]
259	longest	1-split-DIFF	5	lemma-google#electra-base-discriminator	0.6324786324786325	59	13	30	15
260	longest	2-split-SAME	5	lemma-google#electra-base-discriminator	0.7773722627737226	206	9	52	7
261	longest	2-split-DIFF	5	lemma-google#electra-base-discriminator	0.6413043478260869	54	0	33	5
262	longest	0-split-dev-SAME	5	lemma-google#electra-base-discriminator	0.6987179487179487	122	31	63	96
263	longest	0-split-dev-DIFF	5	lemma-google#electra-base-discriminator	0.6826347305389222	55	20	33	59
264	longest	1-split-bal	5	lemma-google#electra-base-discriminator	0.5666666666666667	36	9	30	15
265	longest	2-split-bal	5	lemma-google#electra-base-discriminator	0.5309278350515464	91	6	85	12
266	longest	0-split-dev	6	lemma-google#electra-base-discriminator	0.6931106471816284	172	56	91	160
267	longest	1-split-all	6	lemma-google#electra-base-discriminator	0.6410256410256411	56	16	26	19
268	longest	2-split-all	6	lemma-google#electra-base-discriminator	0.7431693989071039	258	11	83	14
269	longest	ALL	6	lemma-google#electra-base-discriminator	0.7090339597757995	2220	813	952	2081
270	longest	SAME	6	lemma-google#electra-base-discriminator	0.7141419224962254	1554	501	635	1284
271	longest	DIFF	6	lemma-google#electra-base-discriminator	0.6993307839388145	666	312	317	797
272	longest	1-split-SAME	6	lemma-google#electra-base-discriminator		[]	[]	[]	[]
273	longest	1-split-DIFF	6	lemma-google#electra-base-discriminator	0.6410256410256411	56	16	26	19
274	longest	2-split-SAME	6	lemma-google#electra-base-discriminator	0.781021897810219	206	9	51	8
275	longest	2-split-DIFF	6	lemma-google#electra-base-discriminator	0.6304347826086957	52	2	32	6
276	longest	0-split-dev-SAME	6	lemma-google#electra-base-discriminator	0.7051282051282052	120	33	59	100
277	longest	0-split-dev-DIFF	6	lemma-google#electra-base-discriminator	0.6706586826347305	52	23	32	60
278	longest	1-split-bal	6	lemma-google#electra-base-discriminator	0.5777777777777777	33	12	26	19
279	longest	2-split-bal	6	lemma-google#electra-base-discriminator	0.5309278350515464	89	8	83	14
280	longest	0-split-dev	7	lemma-google#electra-base-discriminator	0.6951983298538622	174	54	92	159
281	longest	1-split-all	7	lemma-google#electra-base-discriminator	0.6410256410256411	55	17	25	20
282	longest	2-split-all	7	lemma-google#electra-base-discriminator	0.7486338797814208	253	16	76	21
283	longest	ALL	7	lemma-google#electra-base-discriminator	0.7044180679195516	2159	874	919	2114
284	longest	SAME	7	lemma-google#electra-base-discriminator	0.7108706592853548	1538	517	632	1287
285	longest	DIFF	7	lemma-google#electra-base-discriminator	0.6921606118546845	621	357	287	827
286	longest	1-split-SAME	7	lemma-google#electra-base-discriminator		[]	[]	[]	[]
287	longest	1-split-DIFF	7	lemma-google#electra-base-discriminator	0.6410256410256411	55	17	25	20
288	longest	2-split-SAME	7	lemma-google#electra-base-discriminator	0.781021897810219	204	11	49	10
289	longest	2-split-DIFF	7	lemma-google#electra-base-discriminator	0.6521739130434783	49	5	27	11
290	longest	0-split-dev-SAME	7	lemma-google#electra-base-discriminator	0.7051282051282052	122	31	61	98
291	longest	0-split-dev-DIFF	7	lemma-google#electra-base-discriminator	0.6766467065868264	52	23	31	61
292	longest	1-split-bal	7	lemma-google#electra-base-discriminator	0.5888888888888889	33	12	25	20
293	longest	2-split-bal	7	lemma-google#electra-base-discriminator	0.5515463917525774	86	11	76	21
294	longest	0-split-dev	8	lemma-google#electra-base-discriminator	0.6910229645093946	170	58	90	161
295	longest	1-split-all	8	lemma-google#electra-base-discriminator	0.6324786324786325	53	19	24	21
296	longest	2-split-all	8	lemma-google#electra-base-discriminator	0.7377049180327869	246	23	73	24
